seq_num,iucn_sid,sciname,year,cat,cat_score,eval_yr,rgn_id,rgn_name,comname,ico_gl,ico_rgn_id,presence
1000,39375,Carcharhinus melanopterus,1992,NT,0.2,NA,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,1993,NT,0.2,NA,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,1994,NT,0.2,NA,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,1995,NT,0.2,NA,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,1996,NT,0.2,NA,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,1997,NT,0.2,NA,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,1998,NT,0.2,NA,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,1999,NT,0.2,NA,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2.00E+03,NT,0.2,2000,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2001,NT,0.2,2000,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2002,NT,0.2,2000,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2003,NT,0.2,2000,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2004,NT,0.2,2000,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2005,NT,0.2,2005,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2006,NT,0.2,2005,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2007,NT,0.2,2005,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2008,NT,0.2,2005,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2009,NT,0.2,2005,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2010,NT,0.2,2005,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2011,NT,0.2,2005,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2012,NT,0.2,2005,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2013,NT,0.2,2005,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2014,NT,0.2,2005,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2015,NT,0.2,2005,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2016,NT,0.2,2005,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2017,NT,0.2,2005,147,Moorea,,TRUE,NA,Extant
1000,39375,Carcharhinus melanopterus,2018,NT,0.2,2005,147,Moorea,,TRUE,NA,Extant
997,161526,Carcharhinus albimarginatus,1992,NA,0.2,NA,147,Moorea,,TRUE,NA,Extant
997,161526,Carcharhinus albimarginatus,1993,NA,0.2,NA,147,Moorea,,TRUE,NA,Extant
997,161526,Carcharhinus albimarginatus,1994,NA,0.2,NA,147,Moorea,,TRUE,NA,Extant
997,161526,Carcharhinus albimarginatus,1995,NA,0.2,NA,147,Moorea,,TRUE,NA,Extant
997,161526,Carcharhinus albimarginatus,1996,NA,0.2,NA,147,Moorea,,TRUE,NA,Extant
997,161526,Carcharhinus albimarginatus,1997,NA,0.2,NA,147,Moorea,,TRUE,NA,Extant
997,161526,Carcharhinus albimarginatus,1998,NA,0.2,NA,147,Moorea,,TRUE,NA,Extant
997,161526,Carcharhinus albimarginatus,1999,NA,0.2,NA,147,Moorea,,TRUE,NA,Extant
997,161526,Carcharhinus albimarginatus,2.00E+03,NA,0.2,NA,147,Moorea,,TRUE,NA,Extant
997,161526,Carcharhinus albimarginatus,2001,NA,0.2,NA,147,Moorea,,TRUE,NA,Extant
997,161526,Carcharhinus albimarginatus,2002,NA,0.2,NA,147,Moorea,,TRUE,NA,Extant
997,161526,Carcharhinus albimarginatus,2003,NA,0.2,NA,147,Moorea,,TRUE,NA,Extant
997,161526,Carcharhinus albimarginatus,2004,NA,0.2,NA,147,Moorea,,TRUE,NA,Extant
997,161526,Carcharhinus albimarginatus,2005,NA,0.2,NA,147,Moorea,,TRUE,NA,Extant
