iucn_sid,am_sid,sciname,cat_code,pop_trend,spatial_source,rgn_id,rgn_name,n_cells,presence,n_spp_rgn
40715,Fis-25926,Syngnathoides biaculeatus,DD,NA,am,147,French Polynesia,114,NA,6825
41005,Fis-131073,Hippocampus mohnikei,DD,NA,am,147,French Polynesia,2,NA,6825
44669,Fis-26112,Choerodon schoenleinii,NT,unknown,am,147,French Polynesia,3,NA,6825
44670,Fis-28694,Choerodon cyanodus,LC,unknown,am,147,French Polynesia,2,NA,6825
61250,Fis-23614,Lutjanus argentimaculatus,LC,unknown,am,147,French Polynesia,124,NA,6825
133065,W-Oct-207409,Tubipora musica,NT,unknown,am,147,French Polynesia,15,NA,6825
135567,Fis-29454,Mugil cephalus,LC,stable,am,147,French Polynesia,124,NA,6825
154613,Fis-32377,Synaphobranchus affinis,LC,stable,am,147,French Polynesia,433,NA,6825
154614,Fis-35123,Pentaceros decacanthus,LC,unknown,am,147,French Polynesia,7,NA,6825
154616,Fis-49951,Diaphus diadematus,LC,unknown,am,147,French Polynesia,55,NA,6825
154617,Fis-112248,Bryx veleronis,DD,NA,am,147,French Polynesia,65,NA,6825
154628,Fis-32285,Uropterygius fuscoguttatus,LC,unknown,am,147,French Polynesia,53,NA,6825
154641,Fis-26433,Gobiodon histrio,LC,unknown,am,147,French Polynesia,115,NA,6825
154657,Fis-28683,Bathygobius lineatus,VU,unknown,am,147,French Polynesia,11,NA,6825
154658,Fis-114213,Plectranthias bilaticlavia,LC,unknown,am,147,French Polynesia,6,NA,6825
154660,Fis-25561,Genyagnus monopterygius,LC,stable,am,147,French Polynesia,10,NA,6825
154661,Fis-29134,Oplegnathus woodwardi,DD,NA,am,147,French Polynesia,6,NA,6825
154670,Fis-25939,Parupeneus multifasciatus,LC,unknown,am,147,French Polynesia,129,NA,6825
154673,Fis-27280,Bathyuroconger vicinus,LC,unknown,am,147,French Polynesia,6,NA,6825
154695,Fis-35267,Luzonichthys earlei,LC,unknown,am,147,French Polynesia,57,NA,6825
154698,Fis-50465,Lophodolos indicus,LC,unknown,am,147,French Polynesia,469,NA,6825
154704,Fis-35480,Johnius laevis,DD,NA,am,147,French Polynesia,3,NA,6825
154712,Fis-22215,Coryphaena hippurus,LC,stable,am,147,French Polynesia,1747,NA,6825
154715,Fis-149891,Eustomias vulgaris,LC,unknown,am,147,French Polynesia,418,NA,6825
154718,Fis-28524,Parma victoriae,LC,unknown,am,147,French Polynesia,3,NA,6825
154721,Fis-148339,Sufflamen fraenatum,LC,unknown,am,147,French Polynesia,134,NA,6825
154732,Fis-25073,Stegastes gascoynei,LC,decreasing,am,147,French Polynesia,3,NA,6825
154766,Fis-132643,Xestochilus nebulosus,LC,unknown,am,147,French Polynesia,89,NA,6825
154794,Fis-144514,Oneirodes schmidti,LC,unknown,am,147,French Polynesia,6,NA,6825
154820,Fis-29263,Alepisaurus ferox,LC,unknown,am,147,French Polynesia,1570,NA,6825
154825,Fis-54493,Eptatretus cirrhatus,LC,unknown,am,147,French Polynesia,17,NA,6825
154827,Fis-28314,Inimicus caledonicus,LC,unknown,am,147,French Polynesia,3,NA,6825
154833,Fis-26622,Bothus mancus,LC,stable,am,147,French Polynesia,131,NA,6825
154835,Fis-150674,Cabillus macrophthalmus,DD,NA,am,147,French Polynesia,7,NA,6825
154836,Fis-54444,Schindleria praematura,LC,unknown,am,147,French Polynesia,127,NA,6825
154840,Fis-130298,Bollmannia stigmatura,DD,NA,am,147,French Polynesia,24,NA,6825
154846,Fis-50703,Barbuligobius boehlkei,LC,unknown,am,147,French Polynesia,2,NA,6825
154848,Fis-27571,Gnatholepis cauerensis,LC,unknown,am,147,French Polynesia,119,NA,6825
154850,Fis-32300,Myripristis pralinia,LC,unknown,am,147,French Polynesia,39,NA,6825
154855,Fis-26563,Hippichthys spicifer,LC,unknown,am,147,French Polynesia,24,NA,6825
154861,Fis-25058,Istigobius rigilius,LC,unknown,am,147,French Polynesia,116,NA,6825
154867,Fis-127056,Sphagemacrurus gibber,DD,NA,am,147,French Polynesia,43,NA,6825
154869,Fis-25151,Myctophum spinosum,LC,unknown,am,147,French Polynesia,202,NA,6825
154878,Fis-33852,Pomacentrus smithi,LC,stable,am,147,French Polynesia,2,NA,6825
154888,Fis-33854,Pomacentrus wardi,LC,unknown,am,147,French Polynesia,2,NA,6825
154889,Fis-28590,Pseudanthias ventralis,LC,unknown,am,147,French Polynesia,120,NA,6825
154895,Fis-23092,Chelidonichthys kumu,LC,unknown,am,147,French Polynesia,4,NA,6825
154898,Fis-26621,Eviota storthynx,LC,unknown,am,147,French Polynesia,7,NA,6825
154906,Fis-22217,Brama dussumieri,LC,unknown,am,147,French Polynesia,108,NA,6825
154910,Fis-167297,Apogon neotes,LC,unknown,am,147,French Polynesia,12,NA,6825
154916,Fis-50418,Chaenophryne longiceps,LC,unknown,am,147,French Polynesia,485,NA,6825
154917,Fis-127128,Favonigobius exquisitus,LC,unknown,am,147,French Polynesia,1,NA,6825
154919,Fis-32280,Ateleopus japonicus,LC,stable,am,147,French Polynesia,12,NA,6825
154933,Fis-26866,Tetrosomus gibbosus,LC,unknown,am,147,French Polynesia,4,NA,6825
154935,Fis-32706,Anacanthus barbatus,LC,unknown,am,147,French Polynesia,2,NA,6825
154937,Fis-33262,Erisphex pottii,LC,decreasing,am,147,French Polynesia,3,NA,6825
154940,Fis-28586,Pseudanthias pictilis,LC,unknown,am,147,French Polynesia,97,NA,6825
154943,Fis-148619,Heteroclinus whiteleggii,LC,stable,am,147,French Polynesia,2,NA,6825
154951,Fis-30231,Lethrinus genivittatus,LC,unknown,am,147,French Polynesia,2,NA,6825
154952,Fis-25794,Apogonichthys ocellatus,LC,unknown,am,147,French Polynesia,111,NA,6825
154958,Fis-62593,Heteroclinus roseus,LC,stable,am,147,French Polynesia,91,NA,6825
154959,Fis-32243,Bryaninops amplus,LC,unknown,am,147,French Polynesia,113,NA,6825
154965,Fis-55105,Acreichthys hajam,DD,NA,am,147,French Polynesia,2,NA,6825
154969,Fis-120470,Kuronezumia bubonis,LC,unknown,am,147,French Polynesia,60,NA,6825
154973,Fis-32457,Bassozetus robustus,LC,unknown,am,147,French Polynesia,1524,NA,6825
154974,Fis-25039,Xanthichthys mento,LC,unknown,am,147,French Polynesia,127,NA,6825
154978,Fis-146598,Apogon indicus,LC,unknown,am,147,French Polynesia,107,NA,6825
154988,Fis-58526,Scopelosaurus herwigi,LC,unknown,am,147,French Polynesia,11,NA,6825
154992,Fis-28978,Lophiodes caulinaris,LC,unknown,am,147,French Polynesia,22,NA,6825
154993,Fis-24922,Pteraclis aesticola,LC,unknown,am,147,French Polynesia,95,NA,6825
154996,Fis-28974,Calumia godeffroyi,LC,unknown,am,147,French Polynesia,57,NA,6825
154997,Fis-29738,Bregmaceros atlanticus,LC,unknown,am,147,French Polynesia,224,NA,6825
154998,Fis-32104,Argyropelecus hemigymnus,LC,stable,am,147,French Polynesia,1539,NA,6825
154999,Fis-29375,Etelis carbunculus,LC,unknown,am,147,French Polynesia,16,NA,6825
155001,Fis-51744,Chalixodytes tauensis,LC,unknown,am,147,French Polynesia,111,NA,6825
155007,Fis-35884,Allomycterus pilatus,DD,NA,am,147,French Polynesia,6,NA,6825
155012,Fis-50053,Sternoptyx obscura,LC,unknown,am,147,French Polynesia,1186,NA,6825
155014,Fis-22977,Alectis ciliaris,LC,unknown,am,147,French Polynesia,110,NA,6825
155030,Fis-22897,Macroramphosus scolopax,LC,unknown,am,147,French Polynesia,133,NA,6825
155036,Fis-34843,Caulolatilus hubbsi,LC,unknown,am,147,French Polynesia,20,NA,6825
155052,Fis-54769,Dactyloptena gilberti,LC,unknown,am,147,French Polynesia,4,NA,6825
155055,Fis-143867,Himantolophus cornifer,LC,unknown,am,147,French Polynesia,40,NA,6825
155057,Fis-31822,Uranoscopus japonicus,LC,stable,am,147,French Polynesia,6,NA,6825
155061,Fis-149749,Pomacentrus callainus,LC,unknown,am,147,French Polynesia,85,NA,6825
155068,Fis-24930,Remora brachyptera,LC,stable,am,147,French Polynesia,1676,NA,6825
155072,Fis-35495,Conger verreauxi,LC,unknown,am,147,French Polynesia,3,NA,6825
155075,Fis-7669,Remora albescens,LC,unknown,am,147,French Polynesia,1328,NA,6825
155077,Fis-116901,Lycenchelys monstrosa,LC,unknown,am,147,French Polynesia,89,NA,6825
155085,Fis-32220,Pseudocyttus maculatus,DD,NA,am,147,French Polynesia,13,NA,6825
155091,Fis-26152,Enchelycore schismatorhynchus,LC,unknown,am,147,French Polynesia,38,NA,6825
155093,Fis-32362,Derichthys serpentinus,LC,unknown,am,147,French Polynesia,1328,NA,6825
155107,Fis-27266,Monopenchelys acuta,LC,unknown,am,147,French Polynesia,93,NA,6825
155130,Fis-29766,Caranx sexfasciatus,LC,decreasing,am,147,French Polynesia,131,NA,6825
155141,Fis-51533,Kaupichthys brachychirus,LC,unknown,am,147,French Polynesia,74,NA,6825
155142,Fis-132758,Laemonema rhodochir,LC,unknown,am,147,French Polynesia,107,NA,6825
155153,Fis-32296,Atherion elymus,LC,unknown,am,147,French Polynesia,6,NA,6825
155159,Fis-23866,Trachinotus rhodopus,LC,stable,am,147,French Polynesia,20,NA,6825
155160,Fis-31001,Hygophum proximum,LC,unknown,am,147,French Polynesia,1369,NA,6825
155165,Fis-31914,Corythoichthys amplexus,LC,decreasing,am,147,French Polynesia,113,NA,6825
155172,Fis-26943,Pontinus macrocephalus,LC,unknown,am,147,French Polynesia,138,NA,6825
155184,Fis-132198,Neobythites bimaculatus,LC,unknown,am,147,French Polynesia,1,NA,6825
155189,Fis-50311,Scopeloberyx opisthopterus,LC,unknown,am,147,French Polynesia,1082,NA,6825
155190,Fis-133336,Simenchelys parasitica,LC,unknown,am,147,French Polynesia,389,NA,6825
155200,Fis-28581,Parapercis xanthozona,LC,unknown,am,147,French Polynesia,2,NA,6825
155203,Fis-55811,Talismania bifurcata,LC,unknown,am,147,French Polynesia,17,NA,6825
155205,Fis-32745,Caulolatilus affinis,LC,stable,am,147,French Polynesia,22,NA,6825
155211,Fis-132269,Synaphobranchus oregoni,LC,unknown,am,147,French Polynesia,4,NA,6825
155219,Fis-126978,Paracentropogon vespa,LC,unknown,am,147,French Polynesia,2,NA,6825
155222,Fis-35124,Pentaceros japonicus,LC,unknown,am,147,French Polynesia,15,NA,6825
155224,Fis-25831,Scorpaenodes hirsutus,LC,unknown,am,147,French Polynesia,116,NA,6825
155229,Fis-31903,Nemateleotris magnifica,LC,unknown,am,147,French Polynesia,50,NA,6825
155232,Fis-35982,Rhamphocetichthys savagei,LC,unknown,am,147,French Polynesia,525,NA,6825
155242,Fis-47053,Johnius trewavasae,DD,NA,am,147,French Polynesia,3,NA,6825
155245,Fis-24802,Mulloidichthys dentatus,LC,stable,am,147,French Polynesia,25,NA,6825
155246,Fis-33179,Synaphobranchus kaupii,LC,stable,am,147,French Polynesia,60,NA,6825
155255,Fis-28517,Neopomacentrus bankieri,LC,unknown,am,147,French Polynesia,2,NA,6825
155256,Fis-159538,Coelorinchus shcherbachevi,DD,NA,am,147,French Polynesia,1,NA,6825
155257,Fis-47311,Cheilopogon rapanouiensis,LC,unknown,am,147,French Polynesia,2,NA,6825
155260,Fis-27728,Benthosema pterotum,LC,unknown,am,147,French Polynesia,55,NA,6825
155261,Fis-32731,Brachypleura novaezeelandiae,LC,decreasing,am,147,French Polynesia,4,NA,6825
155277,Fis-166689,Antennarius analis,LC,unknown,am,147,French Polynesia,16,NA,6825
155278,Fis-113900,Microgobius erectus,LC,unknown,am,147,French Polynesia,7,NA,6825
155299,Fis-34263,Eubalichthys caeruleoguttatus,DD,NA,am,147,French Polynesia,4,NA,6825
155301,Fis-32916,Rhinomuraena quaesita,LC,unknown,am,147,French Polynesia,103,NA,6825
155304,Fis-35210,Pomacentrus milleri,LC,unknown,am,147,French Polynesia,2,NA,6825
155305,Fis-145428,Oneirodes luetkeni,DD,NA,am,147,French Polynesia,1457,NA,6825
155320,Fis-149461,Nannobrachium gibbsi,LC,unknown,am,147,French Polynesia,1706,NA,6825
155322,Fis-54508,Plectrogenium nanum,LC,unknown,am,147,French Polynesia,157,NA,6825
155329,Fis-130876,Ophichthus altipennis,LC,unknown,am,147,French Polynesia,97,NA,6825
155330,Fis-25119,Pomadasys maculatus,LC,unknown,am,147,French Polynesia,4,NA,6825
158625,Fis-161846,Odontanthias tapui,LC,unknown,am,147,French Polynesia,111,NA,6825
158627,Fis-26192,Pseudanthias pleurotaenia,LC,unknown,am,147,French Polynesia,70,NA,6825
162562,W-Msc-342190,Heteroteuthis hawaiiensis,DD,NA,am,147,French Polynesia,53,NA,6825
162606,SLB-71276,Sepia novaehollandiae,LC,unknown,am,147,French Polynesia,6,NA,6825
162633,SLB-71294,Sepia rhoda,LC,unknown,am,147,French Polynesia,5,NA,6825
162899,SLB-70958,Amphitretus pelagicus,LC,unknown,am,147,French Polynesia,346,NA,6825
162906,W-Msc-139424,Helicocranchia pfefferi,DD,NA,am,147,French Polynesia,845,NA,6825
162909,SLB-71435,Egea inermis,LC,unknown,am,147,French Polynesia,282,NA,6825
162910,SLB-71429,Chtenopteryx sicula,DD,NA,am,147,French Polynesia,1683,NA,6825
162926,W-Msc-342313,Eucleoteuthis luminosa,LC,unknown,am,147,French Polynesia,234,NA,6825
162939,W-Msc-410348,Cirrothauma magna,DD,NA,am,147,French Polynesia,1428,NA,6825
162941,W-Msc-181386,Cranchia scabra,LC,unknown,am,147,French Polynesia,1747,NA,6825
162948,SLB-71450,Liguriella podophthalma,DD,NA,am,147,French Polynesia,1683,NA,6825
162956,SLB-71412,Brachioteuthis picta,LC,unknown,am,147,French Polynesia,62,NA,6825
162961,W-Msc-196598,Joubiniteuthis portieri,LC,unknown,am,147,French Polynesia,704,NA,6825
162984,W-Msc-341831,Abralia heminuchalis,DD,NA,am,147,French Polynesia,139,NA,6825
162986,W-Msc-138849,Japetella diaphana,LC,unknown,am,147,French Polynesia,1042,NA,6825
162988,W-Msc-141962,Vitreledonella richardi,LC,unknown,am,147,French Polynesia,190,NA,6825
163011,W-Msc-139174,Cirrothauma murrayi,DD,NA,am,147,French Polynesia,834,NA,6825
163063,SLB-71492,Abraliopsis hoylei,DD,NA,am,147,French Polynesia,9,NA,6825
163067,W-Msc-342386,Sandalops melancholicus,DD,NA,am,147,French Polynesia,346,NA,6825
163071,W-Msc-220322,Ornithoteuthis volatilis,LC,unknown,am,147,French Polynesia,688,NA,6825
163080,W-Msc-138803,Argonauta argo,LC,unknown,am,147,French Polynesia,100,NA,6825
163083,SLB-70964,Argonauta nouryi,LC,unknown,am,147,French Polynesia,20,NA,6825
163125,SLB-70961,Argonauta cornuta,DD,NA,am,147,French Polynesia,24,NA,6825
163152,W-Msc-342066,Sthenoteuthis oualaniensis,LC,unknown,am,147,French Polynesia,191,NA,6825
163163,W-Msc-181382,Ommastrephes bartramii,LC,unknown,am,147,French Polynesia,261,NA,6825
163184,W-Msc-341825,Abralia andamanica,LC,unknown,am,147,French Polynesia,8,NA,6825
163207,SLB-70957,Haliphron atlanticus,LC,unknown,am,147,French Polynesia,1682,NA,6825
163211,W-Msc-215276,Argonauta hians,LC,unknown,am,147,French Polynesia,202,NA,6825
163218,W-Msc-341818,Liocranchia reinhardti,LC,unknown,am,147,French Polynesia,1683,NA,6825
163228,W-Msc-141680,Thysanoteuthis rhombus,LC,unknown,am,147,French Polynesia,478,NA,6825
163255,W-Msc-342303,Enoploteuthis reticulata,LC,unknown,am,147,French Polynesia,129,NA,6825
163256,SLB-71465,Discoteuthis discus,LC,unknown,am,147,French Polynesia,161,NA,6825
163267,W-Msc-140609,Taningia danae,LC,unknown,am,147,French Polynesia,1683,NA,6825
163276,SLB-71462,Teuthowenia pellucida,LC,unknown,am,147,French Polynesia,45,NA,6825
163282,W-Msc-342099,Opisthoteuthis persephone,DD,NA,am,147,French Polynesia,12,NA,6825
163288,W-Msc-138848,Bathyteuthis abyssicola,LC,unknown,am,147,French Polynesia,697,NA,6825
163294,W-Msc-342337,Hyaloteuthis pelagica,LC,unknown,am,147,French Polynesia,288,NA,6825
163302,W-Msc-341828,Abralia astrosticta,LC,unknown,am,147,French Polynesia,132,NA,6825
163312,W-Msc-157017,Bolitaena pygmaea,LC,unknown,am,147,French Polynesia,243,NA,6825
163338,W-Msc-139422,Bathothauma lyromma,LC,unknown,am,147,French Polynesia,345,NA,6825
163347,W-Msc-181379,Octopoteuthis sicula,DD,NA,am,147,French Polynesia,1683,NA,6825
163353,W-Msc-157031,Pyroteuthis margaritifera,LC,unknown,am,147,French Polynesia,1683,NA,6825
163375,W-Msc-140649,Onychoteuthis banksii,DD,NA,am,147,French Polynesia,171,NA,6825
166077,Fis-26815,Eleotris fusca,LC,stable,am,147,French Polynesia,99,NA,6825
166138,Fis-35863,Bostrychus sinensis,LC,stable,am,147,French Polynesia,65,NA,6825
166189,Fis-29637,Anguilla marmorata,LC,unknown,am,147,French Polynesia,127,NA,6825
166575,Fis-25132,Gazza minuta,LC,unknown,am,147,French Polynesia,112,NA,6825
166856,Fis-7579,Chelon macrolepis,LC,stable,am,147,French Polynesia,38,NA,6825
167010,Fis-27587,Oxyurichthys tentacularis,DD,NA,am,147,French Polynesia,97,NA,6825
170350,Fis-29358,Coryphaena equiselis,LC,stable,am,147,French Polynesia,1442,NA,6825
172321,Fis-25324,Ambassis gymnocephalus,LC,unknown,am,147,French Polynesia,3,NA,6825
172443,Fis-26425,Bathygobius fuscus,LC,stable,am,147,French Polynesia,113,NA,6825
172469,Fis-26669,Hippichthys penicillus,LC,unknown,am,147,French Polynesia,3,NA,6825
172497,Fis-27428,Zenarchopterus dispar,LC,unknown,am,147,French Polynesia,99,NA,6825
176066,SLB-71422,Chiroteuthis veranyi,LC,unknown,am,147,French Polynesia,479,NA,6825
176079,W-Msc-341869,Stigmatoteuthis dofleini,LC,unknown,am,147,French Polynesia,177,NA,6825
176088,W-Msc-141097,Pterygioteuthis giardi,LC,unknown,am,147,French Polynesia,153,NA,6825
178060,Fis-138579,Ammodytoides gilli,LC,unknown,am,147,French Polynesia,50,NA,6825
178064,Fis-31833,Centropomus nigrescens,LC,unknown,am,147,French Polynesia,7,NA,6825
178084,Fis-145536,Clarkichthys bilineatus,DD,NA,am,147,French Polynesia,7,NA,6825
178088,Fis-145535,Microdesmus dorsipunctatus,DD,NA,am,147,French Polynesia,4,NA,6825
178106,Fis-31825,Sphyraena ensis,LC,unknown,am,147,French Polynesia,7,NA,6825
178107,Fis-32770,Sphyraena idiastes,LC,unknown,am,147,French Polynesia,2,NA,6825
178111,Fis-32753,Fistularia corneta,LC,unknown,am,147,French Polynesia,20,NA,6825
178889,Fis-114179,Enneapterygius rhabdotus,LC,unknown,am,147,French Polynesia,111,NA,6825
178892,Fis-114721,Ucla xenogrammus,LC,unknown,am,147,French Polynesia,119,NA,6825
178894,Fis-121781,Enneapterygius flavoccipitis,LC,unknown,am,147,French Polynesia,93,NA,6825
178897,Fis-125715,Heteroclinus heptaeolus,LC,unknown,am,147,French Polynesia,2,NA,6825
178904,Fis-35422,Forsterygion lapillum,LC,stable,am,147,French Polynesia,2,NA,6825
178911,Fis-125770,Enneapterygius randalli,LC,unknown,am,147,French Polynesia,80,NA,6825
178912,Fis-27038,Helcogramma ellioti,LC,unknown,am,147,French Polynesia,95,NA,6825
178913,Fis-125753,Enneapterygius fuscoventer,LC,unknown,am,147,French Polynesia,91,NA,6825
178928,Fis-125780,Enneapterygius signicauda,LC,unknown,am,147,French Polynesia,81,NA,6825
178932,Fis-114251,Enneapterygius tutuilae,LC,unknown,am,147,French Polynesia,116,NA,6825
178937,Fis-113679,Enneapterygius niger,LC,unknown,am,147,French Polynesia,2,NA,6825
178942,Fis-127232,Sticharium dorsale,LC,unknown,am,147,French Polynesia,2,NA,6825
178950,Fis-125744,Enneapterygius bahasa,LC,unknown,am,147,French Polynesia,2,NA,6825
178951,Fis-122963,Springerichthys kulbickii,LC,unknown,am,147,French Polynesia,61,NA,6825
178957,Fis-114174,Enneapterygius pyramis,LC,unknown,am,147,French Polynesia,119,NA,6825
178963,Fis-114247,Enneapterygius triserialis,LC,stable,am,147,French Polynesia,113,NA,6825
178972,Fis-114196,Cristiceps aurantiacus,LC,unknown,am,147,French Polynesia,3,NA,6825
178986,Fis-62642,Enneapterygius rufopileus,LC,unknown,am,147,French Polynesia,91,NA,6825
178989,Fis-29088,Helcogramma hudsoni,LC,unknown,am,147,French Polynesia,48,NA,6825
178990,Fis-114270,Forsterygion flavonigrum,LC,stable,am,147,French Polynesia,2,NA,6825
178991,Fis-125787,Enneapterygius williamsi,LC,unknown,am,147,French Polynesia,49,NA,6825
178992,Fis-29090,Norfolkia brachylepis,LC,stable,am,147,French Polynesia,23,NA,6825
178995,Fis-112789,Notoclinops caerulepunctus,LC,stable,am,147,French Polynesia,3,NA,6825
179006,Fis-113698,Enneapterygius atrogulare,LC,unknown,am,147,French Polynesia,91,NA,6825
179012,Fis-32865,Helcogramma capidata,LC,unknown,am,147,French Polynesia,110,NA,6825
179014,Fis-114184,Forsterygion varium,LC,stable,am,147,French Polynesia,3,NA,6825
179019,Fis-114110,Enneapterygius larsonae,LC,stable,am,147,French Polynesia,2,NA,6825
179035,Fis-113918,Ceratobregma acanthops,LC,unknown,am,147,French Polynesia,1,NA,6825
179042,Fis-125713,Cristiceps australis,LC,unknown,am,147,French Polynesia,3,NA,6825
179043,Fis-114650,Norfolkia thomasi,LC,unknown,am,147,French Polynesia,117,NA,6825
179055,Fis-114639,Lepidoblennius haplodactylus,LC,stable,am,147,French Polynesia,2,NA,6825
179057,Fis-114007,Enneapterygius gracilis,LC,unknown,am,147,French Polynesia,2,NA,6825
179062,Fis-125765,Enneapterygius nigricauda,LC,unknown,am,147,French Polynesia,113,NA,6825
179065,Fis-62640,Norfolkia squamiceps,LC,unknown,am,147,French Polynesia,2,NA,6825
179074,Fis-29085,Enneapterygius minutus,LC,stable,am,147,French Polynesia,87,NA,6825
179085,Fis-121783,Enneapterygius philippinus,LC,unknown,am,147,French Polynesia,109,NA,6825
179102,Fis-50584,Enneapterygius elegans,LC,unknown,am,147,French Polynesia,37,NA,6825
179107,Fis-125760,Enneapterygius howensis,LC,unknown,am,147,French Polynesia,2,NA,6825
179109,Fis-32866,Helcogramma chica,LC,unknown,am,147,French Polynesia,106,NA,6825
179112,Fis-29084,Enneapterygius hemimelas,LC,unknown,am,147,French Polynesia,21,NA,6825
180866,Fis-146474,Mugilogobius platystomus,LC,unknown,am,147,French Polynesia,2,NA,6825
181547,Fis-58490,Microphis brachyurus,LC,unknown,am,147,French Polynesia,91,NA,6825
183158,Fis-26659,Kuhlia rupestris,LC,stable,am,147,French Polynesia,58,NA,6825
183210,Fis-35604,Symphurus undecimplerus,LC,unknown,am,147,French Polynesia,7,NA,6825
183211,Fis-113413,Eucinostomus dowii,LC,unknown,am,147,French Polynesia,97,NA,6825
183213,Fis-30649,Selene peruviana,LC,unknown,am,147,French Polynesia,16,NA,6825
183225,Fis-24717,Kyphosus analogus,LC,stable,am,147,French Polynesia,26,NA,6825
183227,Fis-25011,Symphurus atricaudus,LC,unknown,am,147,French Polynesia,99,NA,6825
183229,Fis-123142,Synchiropus atrilabiatus,LC,unknown,am,147,French Polynesia,129,NA,6825
183233,Fis-136340,Tomicodon zebra,LC,unknown,am,147,French Polynesia,18,NA,6825
183246,Fis-28985,Gymnothorax panamensis,LC,unknown,am,147,French Polynesia,26,NA,6825
183250,Fis-113165,Gobiesox adustus,LC,unknown,am,147,French Polynesia,24,NA,6825
183259,Fis-58216,Apogon atradorsatus,LC,unknown,am,147,French Polynesia,2,NA,6825
183263,Fis-32722,Synodus lacertinus,LC,unknown,am,147,French Polynesia,24,NA,6825
183269,Fis-158907,Ogilbia robertsoni,LC,unknown,am,147,French Polynesia,20,NA,6825
183280,Fis-113453,Lepidonectes clarkhubbsi,LC,unknown,am,147,French Polynesia,70,NA,6825
183281,Fis-35764,Pontinus furcirhinus,LC,unknown,am,147,French Polynesia,22,NA,6825
183285,Fis-113822,Microgobius emblematicus,LC,unknown,am,147,French Polynesia,7,NA,6825
183293,Fis-13477,Caranx vinctus,LC,unknown,am,147,French Polynesia,23,NA,6825
183317,Fis-23530,Haemulon steindachneri,LC,unknown,am,147,French Polynesia,43,NA,6825
183319,Fis-113620,Coralliozetus springeri,LC,unknown,am,147,French Polynesia,20,NA,6825
183320,Fis-26967,Paraclinus altivelis,DD,NA,am,147,French Polynesia,29,NA,6825
183324,Fis-29759,Caranx caninus,LC,unknown,am,147,French Polynesia,134,NA,6825
183335,Fis-113838,Lythrypnus pulchellus,LC,unknown,am,147,French Polynesia,8,NA,6825
183339,Fis-29074,Peprilus medius,LC,unknown,am,147,French Polynesia,7,NA,6825
183355,Fis-24832,Ophidion scrippsae,LC,unknown,am,147,French Polynesia,6,NA,6825
183363,Fis-24760,Lythrypnus dalli,LC,stable,am,147,French Polynesia,20,NA,6825
183374,Fis-35685,Hippoglossina bollmani,LC,unknown,am,147,French Polynesia,20,NA,6825
183375,Fis-26946,Echidna nocturna,LC,unknown,am,147,French Polynesia,45,NA,6825
183376,Fis-55967,Symphurus elongatus,LC,unknown,am,147,French Polynesia,7,NA,6825
183384,Fis-151399,Paraconger similis,LC,unknown,am,147,French Polynesia,2,NA,6825
183396,Fis-113497,Heteristius cinctus,LC,unknown,am,147,French Polynesia,115,NA,6825
183402,Fis-123600,Ophidion imitator,LC,unknown,am,147,French Polynesia,113,NA,6825
183403,Fis-137761,Apogon pacificus,LC,unknown,am,147,French Polynesia,20,NA,6825
183410,Fis-29095,Bellator loxias,LC,unknown,am,147,French Polynesia,13,NA,6825
