iucn_sid,am_sid,sciname,cat_code,pop_trend,spatial_source,rgn_id,rgn_name,n_cells,presence,n_spp_rgn
NA,Fis-134356,Gymnothorax richardsonii,NE,NA,am,147,French Polynesia,109,NA,6825
NA,Fis-26203,Neoniphon opercularis,NE,NA,am,147,French Polynesia,115,NA,6825
NA,Fis-31889,Chromis leucura,NE,NA,am,147,French Polynesia,62,NA,6825
NA,Fis-170298,Jaydia poecilopterus,NE,NA,am,147,French Polynesia,5,NA,6825
NA,Fis-26214,Chrysiptera starcki,NE,NA,am,147,French Polynesia,116,NA,6825
NA,Fis-26215,Chrysiptera tricincta,NE,NA,am,147,French Polynesia,122,NA,6825
NA,Fis-166701,Ostorhinchus fasciatus,NE,NA,am,147,French Polynesia,5,NA,6825
NA,Fis-26218,Dischistodus prosopotaenia,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-31898,Parma polylepis,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-31900,Pomacentrus nigromarginatus,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-26228,Abudefduf vaigiensis,NE,NA,am,147,French Polynesia,104,NA,6825
NA,Fis-162415,Elates ransonnettii,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-26235,Paramonacanthus filicauda,NE,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-31907,Pseudorhombus spinosus,NE,NA,am,147,French Polynesia,5,NA,6825
NA,Fis-26236,Trixiphichthys weberi,NE,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-26238,Euristhmus lepturus,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-31909,Sphyraena helleri,CR,NA,am,147,French Polynesia,78,NA,6825
NA,Fis-31909,Sphyraena helleri,DD,NA,am,147,French Polynesia,78,NA,6825
NA,Fis-31909,Sphyraena helleri,EN,NA,am,147,French Polynesia,78,NA,6825
NA,Fis-31912,Conger cinereus,NE,NA,am,147,French Polynesia,93,NA,6825
NA,Fis-26243,Chromis chrysura,NE,NA,am,147,French Polynesia,47,NA,6825
NA,Fis-26246,Gymnothorax eurostus,NE,NA,am,147,French Polynesia,122,NA,6825
NA,Fis-26250,Parapercis millepunctata,NE,NA,am,147,French Polynesia,116,NA,6825
NA,Fis-26255,Amblygobius albimaculatus,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-26331,Chrysiptera hemicyanea,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-26334,Pomachromis richardsoni,NE,NA,am,147,French Polynesia,57,NA,6825
NA,Fis-26343,Plectorhinchus lineatus,NE,NA,am,147,French Polynesia,119,NA,6825
NA,Fis-26344,Xanthichthys lineopunctatus,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-26356,Magnisudis prionosa,NE,NA,am,147,French Polynesia,158,NA,6825
NA,Fis-148251,Nannobrachium achirus,NE,NA,am,147,French Polynesia,211,NA,6825
NA,Fis-32141,Melanostigma gelatinosum,NE,NA,am,147,French Polynesia,6,NA,6825
NA,Fis-32142,Melanostigma vitiazi,NE,NA,am,147,French Polynesia,154,NA,6825
NA,Fis-59964,Neoachiropsetta milfordi,NE,NA,am,147,French Polynesia,1,NA,6825
NA,Fis-132766,Guttigadus kongi,NE,NA,am,147,French Polynesia,11,NA,6825
NA,Fis-13657,Coelorinchus fasciatus,NE,NA,am,147,French Polynesia,11,NA,6825
NA,Fis-32213,Echiodon cryomargarites,NE,NA,am,147,French Polynesia,5,NA,6825
NA,Fis-26411,Ceratias tentaculatus,NE,NA,am,147,French Polynesia,22,NA,6825
NA,Fis-26412,Melamphaes microps,NE,NA,am,147,French Polynesia,46,NA,6825
NA,Fis-60103,Sio nordenskjoldii,NE,NA,am,147,French Polynesia,197,NA,6825
NA,Fis-26415,Anomalops katoptron,NE,NA,am,147,French Polynesia,71,NA,6825
NA,Fis-147799,Photoblepharon palpebratum,NE,NA,am,147,French Polynesia,98,NA,6825
NA,Fis-26420,Amblyeleotris steinitzi,NE,NA,am,147,French Polynesia,62,NA,6825
NA,Fis-150578,Asterropteryx semipunctata,NE,NA,am,147,French Polynesia,118,NA,6825
NA,Fis-26426,Bathygobius cocosensis,NE,NA,am,147,French Polynesia,114,NA,6825
NA,Fis-32244,Bryaninops natans,NE,NA,am,147,French Polynesia,112,NA,6825
NA,Fis-26428,Callogobius maculipinnis,NE,NA,am,147,French Polynesia,25,NA,6825
NA,Fis-54166,Ctenogobiops tangaroai,NE,NA,am,147,French Polynesia,11,NA,6825
NA,Fis-26434,Oplopomus oplopomus,NE,NA,am,147,French Polynesia,118,NA,6825
NA,Fis-26435,Paragobiodon echinocephalus,NE,NA,am,147,French Polynesia,119,NA,6825
NA,Fis-57976,Priolepis cincta,NE,NA,am,147,French Polynesia,116,NA,6825
NA,Fis-26438,Trimma okinawae,NE,NA,am,147,French Polynesia,45,NA,6825
NA,Fis-26441,Valenciennea longipinnis,NE,NA,am,147,French Polynesia,119,NA,6825
NA,Fis-26443,Valenciennea sexguttata,NE,NA,am,147,French Polynesia,25,NA,6825
NA,Fis-32252,Cryptocentrus octofasciatus,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-26455,Amblygobius nocturnus,NE,NA,am,147,French Polynesia,61,NA,6825
NA,Fis-26459,Bathygobius cotticeps,NE,NA,am,147,French Polynesia,95,NA,6825
NA,Fis-32259,Callogobius centrolepis,NE,NA,am,147,French Polynesia,13,NA,6825
NA,Fis-26463,Callogobius plumatus,NE,NA,am,147,French Polynesia,95,NA,6825
NA,Fis-26464,Callogobius sclateri,NE,NA,am,147,French Polynesia,119,NA,6825
NA,Fis-32261,Eviota albolineata,NE,NA,am,147,French Polynesia,109,NA,6825
NA,Fis-32265,Eviota herrei,NE,NA,am,147,French Polynesia,94,NA,6825
NA,Fis-26466,Eviota prasina,NE,NA,am,147,French Polynesia,120,NA,6825
NA,Fis-32282,Uropterygius concolor,NE,NA,am,147,French Polynesia,85,NA,6825
NA,Fis-32283,Gymnothorax melatremus,NE,NA,am,147,French Polynesia,116,NA,6825
NA,Fis-32284,Gymnothorax monochrous,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-32286,Uropterygius xanthopterus,NE,NA,am,147,French Polynesia,74,NA,6825
NA,Fis-150192,Scolecenchelys gymnota,NE,NA,am,147,French Polynesia,119,NA,6825
NA,Fis-146627,Scolecenchelys macroptera,NE,NA,am,147,French Polynesia,115,NA,6825
NA,Fis-32289,Muraenichthys schultzei,NE,NA,am,147,French Polynesia,25,NA,6825
NA,Fis-32290,Synodus binotatus,NE,NA,am,147,French Polynesia,117,NA,6825
NA,Fis-163998,Antennarius commerson,NE,NA,am,147,French Polynesia,99,NA,6825
NA,Fis-166692,Antennatus dorehensis,NE,NA,am,147,French Polynesia,92,NA,6825
NA,Fis-32292,Antennarius randalli,NE,NA,am,147,French Polynesia,113,NA,6825
NA,Fis-32294,Brosmophyciops pautzkei,NE,NA,am,147,French Polynesia,116,NA,6825
NA,Fis-32295,Dinematichthys iluocoeteoides,NE,NA,am,147,French Polynesia,116,NA,6825
NA,Fis-26473,Stenatherina panatela,NE,NA,am,147,French Polynesia,85,NA,6825
NA,Fis-32298,Myripristis kuntee,NE,NA,am,147,French Polynesia,19,NA,6825
NA,Fis-32301,Myripristis violacea,NE,NA,am,147,French Polynesia,116,NA,6825
NA,Fis-26475,Neoniphon argenteus,NE,NA,am,147,French Polynesia,115,NA,6825
NA,Fis-26476,Sargocentron tiereoides,NE,NA,am,147,French Polynesia,58,NA,6825
NA,Fis-26481,Gymnapistes marmoratus,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-26491,Apocryptodon madurensis,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-26521,Dasyatis brevis,NE,NA,am,147,French Polynesia,37,NA,6825
NA,Fis-32325,Glossanodon struhsakeri,NE,NA,am,147,French Polynesia,6,NA,6825
NA,Fis-162326,Sigmops elongatus,CR,NA,am,147,French Polynesia,1369,NA,6825
NA,Fis-162326,Sigmops elongatus,DD,NA,am,147,French Polynesia,1369,NA,6825
NA,Fis-162326,Sigmops elongatus,EN,NA,am,147,French Polynesia,1369,NA,6825
NA,Fis-26523,Danaphos oculatus,NE,NA,am,147,French Polynesia,53,NA,6825
NA,Fis-32333,Astronesthes lucifer,NE,NA,am,147,French Polynesia,37,NA,6825
NA,Fis-136013,Hime japonica,NE,NA,am,147,French Polynesia,108,NA,6825
NA,Fis-26527,Lestidiops mirabilis,NE,NA,am,147,French Polynesia,837,NA,6825
NA,Fis-32338,Lestidium nudum,NE,NA,am,147,French Polynesia,201,NA,6825
NA,Fis-26529,Bolinichthys longipes,NE,NA,am,147,French Polynesia,971,NA,6825
NA,Fis-32343,Lampadena urophaos,NE,NA,am,147,French Polynesia,1681,NA,6825
NA,Fis-32345,Lampanyctus steinbecki,NE,NA,am,147,French Polynesia,679,NA,6825
NA,Fis-32348,Protomyctophum beckeri,NE,NA,am,147,French Polynesia,199,NA,6825
NA,Fis-26535,Triphoturus nigrescens,NE,NA,am,147,French Polynesia,865,NA,6825
NA,Fis-26536,Benthosema fibulatum,NE,NA,am,147,French Polynesia,885,NA,6825
NA,Fis-26540,Idiolychnus urolampus,NE,NA,am,147,French Polynesia,141,NA,6825
NA,Fis-32353,Diaphus adenomus,NE,NA,am,147,French Polynesia,837,NA,6825
NA,Fis-32356,Diaphus chrysorhynchus,NE,NA,am,147,French Polynesia,30,NA,6825
NA,Fis-32358,Diaphus phillipsi,NE,NA,am,147,French Polynesia,202,NA,6825
NA,Fis-120072,Nannobrachium nigrum,NE,NA,am,147,French Polynesia,927,NA,6825
NA,Fis-26544,Chilorhinus platyrhynchus,NE,NA,am,147,French Polynesia,31,NA,6825
NA,Fis-13941,Scuticaria tigrina,NE,NA,am,147,French Polynesia,82,NA,6825
NA,Fis-26546,Enchelycore pardalis,NE,NA,am,147,French Polynesia,115,NA,6825
NA,Fis-32366,Gymnothorax berndti,NE,NA,am,147,French Polynesia,133,NA,6825
NA,Fis-26553,Gymnothorax nudivomer,NE,NA,am,147,French Polynesia,105,NA,6825
NA,Fis-32374,Phyllophichthus xenodontus,NE,NA,am,147,French Polynesia,82,NA,6825
NA,Fis-26555,Schultzidia johnstonensis,NE,NA,am,147,French Polynesia,80,NA,6825
NA,Fis-26556,Leiuranus semicinctus,NE,NA,am,147,French Polynesia,121,NA,6825
NA,Fis-32376,Ophichthus polyophthalmus,NE,NA,am,147,French Polynesia,105,NA,6825
NA,Fis-32380,Periophthalmus argentilineatus,NE,NA,am,147,French Polynesia,105,NA,6825
NA,Fis-32382,Periophthalmus kalolo,NE,NA,am,147,French Polynesia,86,NA,6825
NA,Fis-32383,Cheilodactylus vittatus,NE,NA,am,147,French Polynesia,117,NA,6825
NA,Fis-13833,Gymnothorax herrei,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-32387,Nettastoma solitarium,NE,NA,am,147,French Polynesia,156,NA,6825
NA,Fis-154433,Hyporhamphus acutus,NE,NA,am,147,French Polynesia,116,NA,6825
NA,Fis-32393,Hemiramphus depauperatus,NE,NA,am,147,French Polynesia,103,NA,6825
NA,Fis-26569,Cheilopogon atrisignis,NE,NA,am,147,French Polynesia,1597,NA,6825
NA,Fis-32396,Fusigobius signipinnis,NE,NA,am,147,French Polynesia,97,NA,6825
NA,Fis-26571,Lophiodes naresi,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-170382,Lophiodes triradiatus,NE,NA,am,147,French Polynesia,34,NA,6825
NA,Fis-26572,Lophiodes mutilus,NE,NA,am,147,French Polynesia,15,NA,6825
NA,Fis-26573,Lophiomus setigerus,NE,NA,am,147,French Polynesia,15,NA,6825
NA,Fis-26604,Uroconger lepturus,NE,NA,am,147,French Polynesia,127,NA,6825
NA,Fis-26609,Trachonurus villosus,NE,NA,am,147,French Polynesia,469,NA,6825
NA,Fis-32439,Malthopsis annulifera,NE,NA,am,147,French Polynesia,12,NA,6825
NA,Fis-32456,Halimochirurgus alcocki,NE,NA,am,147,French Polynesia,12,NA,6825
NA,Fis-26615,Plectorhinchus flavomaculatus,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-32463,Eviota spilota,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-26623,Crossorhombus valderostratus,NE,NA,am,147,French Polynesia,5,NA,6825
NA,Fis-26627,Cynoglossus kopsii,NE,NA,am,147,French Polynesia,6,NA,6825
NA,Fis-26628,Antigonia rubescens,NE,NA,am,147,French Polynesia,125,NA,6825
NA,Fis-26633,Ariosoma mauritianum,NE,NA,am,147,French Polynesia,15,NA,6825
NA,Fis-26634,Ariosoma scheelei,NE,NA,am,147,French Polynesia,73,NA,6825
NA,Fis-32485,Coloconger scholesi,NE,NA,am,147,French Polynesia,16,NA,6825
NA,Fis-26635,Conger wilsoni,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-32495,Symphurus strictus,NE,NA,am,147,French Polynesia,61,NA,6825
NA,Fis-26654,Hemiramphus lutkei,NE,NA,am,147,French Polynesia,104,NA,6825
NA,Fis-26655,Hyporhamphus affinis,NE,NA,am,147,French Polynesia,99,NA,6825
NA,Fis-26658,Sargocentron praslin,NE,NA,am,147,French Polynesia,105,NA,6825
NA,Fis-26666,Festucalex erythraeus,NE,NA,am,147,French Polynesia,95,NA,6825
NA,Fis-26677,Phoxocampus tetrophthalmus,NE,NA,am,147,French Polynesia,7,NA,6825
NA,Fis-26679,Leiognathus berbis,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-26685,Cyprinocirrhites polyactis,NE,NA,am,147,French Polynesia,127,NA,6825
NA,Fis-52332,Myripristis amaena,NE,NA,am,147,French Polynesia,116,NA,6825
NA,Fis-32523,Sebastapistes coniorta,NE,NA,am,147,French Polynesia,8,NA,6825
NA,Fis-26697,Johnius amblycephalus,NE,NA,am,147,French Polynesia,1,NA,6825
NA,Fis-32528,Gobiodon citrinus,CR,NA,am,147,French Polynesia,118,NA,6825
NA,Fis-32528,Gobiodon citrinus,DD,NA,am,147,French Polynesia,118,NA,6825
NA,Fis-32528,Gobiodon citrinus,EN,NA,am,147,French Polynesia,118,NA,6825
NA,Fis-26702,Microcanthus strigatus,NE,NA,am,147,French Polynesia,123,NA,6825
NA,Fis-26716,Lactoria fornasini,NE,NA,am,147,French Polynesia,54,NA,6825
NA,Fis-26729,Liza alata,NE,NA,am,147,French Polynesia,57,NA,6825
NA,Fis-26733,Parapercis hexophtalma,NE,NA,am,147,French Polynesia,118,NA,6825
NA,Fis-26736,Uropterygius macrocephalus,NE,NA,am,147,French Polynesia,80,NA,6825
NA,Fis-62912,Parapercis schauinslandii,NE,NA,am,147,French Polynesia,134,NA,6825
NA,Fis-26739,Caracanthus maculatus,NE,NA,am,147,French Polynesia,112,NA,6825
NA,Fis-26744,Gymnomuraena zebra,NE,NA,am,147,French Polynesia,103,NA,6825
NA,Fis-32568,Gymnothorax breedeni,NE,NA,am,147,French Polynesia,112,NA,6825
NA,Fis-32572,Histiopterus typus,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-26751,Bembrops platyrhynchus,NE,NA,am,147,French Polynesia,12,NA,6825
NA,Fis-26755,Polydactylus plebeius,NE,NA,am,147,French Polynesia,18,NA,6825
NA,Fis-150113,Parapterois heterura,NE,NA,am,147,French Polynesia,6,NA,6825
NA,Fis-32588,Sphyraena flavicauda,NE,NA,am,147,French Polynesia,105,NA,6825
NA,Fis-32589,Sphyraena putnamae,NE,NA,am,147,French Polynesia,118,NA,6825
NA,Fis-32590,Sphyraena qenie,NE,NA,am,147,French Polynesia,119,NA,6825
NA,Fis-26778,Pelates quadrilineatus,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-26779,Terapon puta,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-32598,Dasyatis thetidis,DD,NA,am,147,French Polynesia,6,NA,6825
NA,Fis-26784,Acreichthys radiatus,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-14271,Chaetodermis penicilligerus,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-55024,Neosynchiropus ocellatus,NE,NA,am,147,French Polynesia,7,NA,6825
NA,Fis-32619,Rudarius excelsus,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-32626,Plesiops coeruleolineatus,NE,NA,am,147,French Polynesia,118,NA,6825
NA,Fis-32628,Apogon semiornatus,NE,NA,am,147,French Polynesia,112,NA,6825
NA,Fis-128107,Lepidamia multitaeniata,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-26802,Fowleria aurita,NE,NA,am,147,French Polynesia,119,NA,6825
NA,Fis-10407,Apogonichthyoides nigripinnis,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-153814,Cubiceps whiteleggii,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-32645,Moringua microchir,NE,NA,am,147,French Polynesia,25,NA,6825
NA,Fis-26827,Cirrhimuraena playfairii,NE,NA,am,147,French Polynesia,93,NA,6825
NA,Fis-26828,Myrichthys colubrinus,NE,NA,am,147,French Polynesia,116,NA,6825
NA,Fis-26829,Pisodonophis cancrivorus,NE,NA,am,147,French Polynesia,118,NA,6825
NA,Fis-32655,Halicmetus ruber,NE,NA,am,147,French Polynesia,11,NA,6825
NA,Fis-32662,Tetrabrachium ocellatum,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-32663,Euclichthys polynemus,NE,NA,am,147,French Polynesia,16,NA,6825
NA,Fis-26860,Hypoatherina ovalaua,NE,NA,am,147,French Polynesia,36,NA,6825
NA,Fis-26861,Strongylura incisa,NE,NA,am,147,French Polynesia,98,NA,6825
NA,Fis-32681,Chromis iomelas,NE,NA,am,147,French Polynesia,115,NA,6825
NA,Fis-128251,Pristotis obtusirostris,NE,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-26868,Synchiropus rameus,CR,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-26868,Synchiropus rameus,DD,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-26868,Synchiropus rameus,EN,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-32707,Halieutaea fumosa,NE,NA,am,147,French Polynesia,6,NA,6825
NA,Fis-26891,Monocentris japonica,CR,NA,am,147,French Polynesia,6,NA,6825
NA,Fis-26891,Monocentris japonica,DD,NA,am,147,French Polynesia,6,NA,6825
NA,Fis-26891,Monocentris japonica,EN,NA,am,147,French Polynesia,6,NA,6825
NA,Fis-155667,Neocentropogon aeglefinus,NE,NA,am,147,French Polynesia,1,NA,6825
NA,Fis-26895,Pseudotriacanthus strigilifer,NE,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-32712,Sirembo imberbis,NE,NA,am,147,French Polynesia,6,NA,6825
NA,Fis-32713,Zebrias quagga,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-32718,Cleidopus gloriamaris,NE,NA,am,147,French Polynesia,6,NA,6825
NA,Fis-26907,Psammoperca waigiensis,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-26908,Emmelichthys struhsakeri,NE,NA,am,147,French Polynesia,107,NA,6825
NA,Fis-164094,Ariomma luridum,NE,NA,am,147,French Polynesia,150,NA,6825
NA,Fis-26917,Ariosoma anago,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-32733,Chelidoperca hirundinacea,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-124414,Dactyloptena macracantha,NE,NA,am,147,French Polynesia,5,NA,6825
NA,Fis-32735,Dactylopus dactylopus,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-26926,Gnathophis nystromi,NE,NA,am,147,French Polynesia,42,NA,6825
NA,Fis-13932,Gymnothorax thyrsoideus,NE,NA,am,147,French Polynesia,93,NA,6825
NA,Fis-26934,Hyporhamphus quoyi,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-159253,Ryukyupercis gushikeni,NE,NA,am,147,French Polynesia,1,NA,6825
NA,Fis-26942,Bothus constellatus,NE,NA,am,147,French Polynesia,110,NA,6825
NA,Fis-32746,Pomacentrus tripunctatus,NE,NA,am,147,French Polynesia,110,NA,6825
NA,Fis-32749,Psettina gigantea,NE,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-32750,Pseudorhombus argus,NE,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-32751,Pseudorhombus quinquocellatus,NE,NA,am,147,French Polynesia,5,NA,6825
NA,Fis-47151,Ostracion rhinorhynchos,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-26948,Satyrichthys rieffeli,NE,NA,am,147,French Polynesia,8,NA,6825
NA,Fis-32759,Synodus macrops,NE,NA,am,147,French Polynesia,1,NA,6825
NA,Fis-26963,Plectorhinchus pictus,NE,NA,am,147,French Polynesia,6,NA,6825
NA,Fis-27004,Tripodichthys blochii,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-32814,Bregmaceros mcclellandi,NE,NA,am,147,French Polynesia,42,NA,6825
NA,Fis-32836,Priolepis fallacincta,NE,NA,am,147,French Polynesia,97,NA,6825
NA,Fis-32853,Rexea antefurcata,NE,NA,am,147,French Polynesia,148,NA,6825
NA,Fis-27046,Nezumia propinqua,NE,NA,am,147,French Polynesia,181,NA,6825
NA,Fis-32885,Homostolus acer,NE,NA,am,147,French Polynesia,17,NA,6825
NA,Fis-32901,Benthodesmus vityazi,NE,NA,am,147,French Polynesia,62,NA,6825
NA,Fis-32902,Samariscus triocellatus,NE,NA,am,147,French Polynesia,81,NA,6825
NA,Fis-167319,Ostorhinchus doederleini,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-128236,Fowleria vaiulae,NE,NA,am,147,French Polynesia,118,NA,6825
NA,Fis-27070,Strophidon sathete,NE,NA,am,147,French Polynesia,93,NA,6825
NA,Fis-32960,Myliobatis australis,LC,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-144077,Lucigadus nigromaculatus,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-33012,Citharoides macrolepidotus,NE,NA,am,147,French Polynesia,6,NA,6825
NA,Fis-33013,Lepidoblepharon ophthalmolepis,NE,NA,am,147,French Polynesia,7,NA,6825
NA,Fis-27193,Pseudorhombus jenynsii,NE,NA,am,147,French Polynesia,5,NA,6825
NA,Fis-33020,Ammotretis rostratus,NE,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-33027,Peltorhamphus novaezeelandiae,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-33055,Rhombosolea tapirina,NE,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-27214,Neolaeops microphthalmus,NE,NA,am,147,French Polynesia,7,NA,6825
NA,Fis-33124,Xyelacyba myersi,NE,NA,am,147,French Polynesia,346,NA,6825
NA,Fis-33180,Labichthys carinatus,NE,NA,am,147,French Polynesia,949,NA,6825
NA,Fis-33212,Neocyttus rhomboidalis,NE,NA,am,147,French Polynesia,42,NA,6825
NA,Fis-27333,Encheliophis gracilis,NE,NA,am,147,French Polynesia,109,NA,6825
NA,Fis-33250,Amphiprion rubrocinctus,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-27344,Chromis nitida,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-33261,Aploactis aspera,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-170288,Jaydia carinatus,NE,NA,am,147,French Polynesia,5,NA,6825
NA,Fis-165216,Ostorhinchus cookii,NE,NA,am,147,French Polynesia,114,NA,6825
NA,Fis-33269,Cynoglossus maculipinnis,NE,NA,am,147,French Polynesia,5,NA,6825
NA,Fis-27352,Antennarius maculatus,NE,NA,am,147,French Polynesia,96,NA,6825
NA,Fis-33699,Chaunax penicillatus,NE,NA,am,147,French Polynesia,13,NA,6825
NA,Fis-33716,Priacanthus fitchi,NE,NA,am,147,French Polynesia,7,NA,6825
NA,Fis-27565,Drombus triangularis,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-19471,Gobiodon rivulatus,NE,NA,am,147,French Polynesia,117,NA,6825
NA,Fis-27674,Nemadactylus macropterus,NE,NA,am,147,French Polynesia,7,NA,6825
NA,Fis-27688,Gymnothorax kidako,NE,NA,am,147,French Polynesia,63,NA,6825
NA,Fis-27689,Gymnothorax prasinus,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-27694,Gymnothorax reevesii,NE,NA,am,147,French Polynesia,33,NA,6825
NA,Fis-33802,Neoscopelus microchir,NE,NA,am,147,French Polynesia,290,NA,6825
NA,Fis-33812,Cubiceps baxteri,NE,NA,am,147,French Polynesia,1510,NA,6825
NA,Fis-33820,Astronesthes martensii,NE,NA,am,147,French Polynesia,290,NA,6825
NA,Fis-27717,Pseudechidna brummeri,NE,NA,am,147,French Polynesia,96,NA,6825
NA,Fis-27718,Uropterygius micropterus,NE,NA,am,147,French Polynesia,70,NA,6825
NA,Fis-33826,Encheliophis vermicularis,NE,NA,am,147,French Polynesia,89,NA,6825
NA,Fis-27722,Neopomacentrus metallicus,NE,NA,am,147,French Polynesia,15,NA,6825
NA,Fis-27724,Neoglyphidodon carlsoni,NE,NA,am,147,French Polynesia,24,NA,6825
NA,Fis-33828,Nettastoma parviceps,NE,NA,am,147,French Polynesia,216,NA,6825
NA,Fis-33830,Woodsia meyerwaardeni,NE,NA,am,147,French Polynesia,96,NA,6825
NA,Fis-27735,Halieutaea fitzsimonsi,NE,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-33843,Stomias nebulosus,NE,NA,am,147,French Polynesia,171,NA,6825
NA,Fis-33847,Diaphus watasei,NE,NA,am,147,French Polynesia,36,NA,6825
NA,Fis-33850,Polymixia berndti,NE,NA,am,147,French Polynesia,82,NA,6825
NA,Fis-33853,Pomacentrus taeniometopon,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-33856,Velifer hypselopterus,NE,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-27752,Atrophacanthus japonicus,NE,NA,am,147,French Polynesia,290,NA,6825
NA,Fis-33861,Triacanthodes ethiops,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-27755,Cyclichthys spilostylus,NE,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-27759,Sorsogona tuberculata,NE,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-27763,Apistops caloundra,NE,NA,am,147,French Polynesia,3,NA,6825
NA,Fis-27767,Astronesthes chrysophekadion,NE,NA,am,147,French Polynesia,36,NA,6825
NA,Fis-27768,Astronesthes cyaneus,NE,NA,am,147,French Polynesia,96,NA,6825
NA,Fis-33868,Eustomias bifilis,NE,NA,am,147,French Polynesia,124,NA,6825
NA,Fis-27769,Photonectes albipennis,NE,NA,am,147,French Polynesia,343,NA,6825
NA,Fis-27770,Diaphus coeruleus,NE,NA,am,147,French Polynesia,290,NA,6825
NA,Fis-27772,Halieutaea stellata,NE,NA,am,147,French Polynesia,7,NA,6825
NA,Fis-27773,Cyttopsis cypho,NE,NA,am,147,French Polynesia,9,NA,6825
NA,Fis-27774,Suggrundus macracanthus,NE,NA,am,147,French Polynesia,5,NA,6825
NA,Fis-27777,Centrogenys vaigiensis,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-167079,Ostorhinchus septemstriatus,NE,NA,am,147,French Polynesia,4,NA,6825
NA,Fis-115746,Champsodon nudivittis,NE,NA,am,147,French Polynesia,54,NA,6825
NA,Fis-33892,Lepidotrigla spiloptera,NE,NA,am,147,French Polynesia,2,NA,6825
NA,Fis-27791,Setarches longimanus,NE,NA,am,147,French Polynesia,14,NA,6825
NA,Fis-27792,Ebosia bleekeri,NE,NA,am,147,French Polynesia,1,NA,6825
NA,Fis-27801,Ophichthus urolophus,NE,NA,am,147,French Polynesia,16,NA,6825
