"","iucn_sid","sciname","rgn_name","year","cat_ts","cat_ts_score"
"1201",39337,"Pseudocarcharias kamoharai","French Polynesia",2000,"NT",0.2
"1202",39337,"Pseudocarcharias kamoharai","French Polynesia",2009,"NT",0.2
"1203",39338,"Megachasma pelagios","French Polynesia",2015,"LC",0
"1204",39339,"Alopias vulpinus","French Polynesia",2009,"VU",0.4
"1205",39341,"Isurus oxyrinchus","French Polynesia",2000,"NT",0.2
"1206",39341,"Isurus oxyrinchus","French Polynesia",2009,"VU",0.4
"1207",39365,"Carcharhinus amblyrhynchos","French Polynesia",2000,"NT",0.2
"1208",39365,"Carcharhinus amblyrhynchos","French Polynesia",2009,"NT",0.2
"1209",39370,"Carcharhinus falciformis","French Polynesia",2000,"LC",0
"1210",39370,"Carcharhinus falciformis","French Polynesia",2009,"NT",0.2
"1211",39370,"Carcharhinus falciformis","French Polynesia",2016,"NT",0.2
"1212",39370,"Carcharhinus falciformis","French Polynesia",2017,"VU",0.4
"1213",39372,"Carcharhinus leucas","French Polynesia",2000,"NT",0.2
"1214",39372,"Carcharhinus leucas","French Polynesia",2009,"NT",0.2
"1215",39374,"Carcharhinus longimanus","French Polynesia",2000,"NT",0.2
"1216",39374,"Carcharhinus longimanus","French Polynesia",2006,"VU",0.4
"1217",39374,"Carcharhinus longimanus","French Polynesia",2015,"VU",0.4
"1218",39378,"Galeocerdo cuvier","French Polynesia",2000,"NT",0.2
"1219",39378,"Galeocerdo cuvier","French Polynesia",2009,"NT",0.2
"1220",39381,"Prionace glauca","French Polynesia",2000,"NT",0.2
"1221",39381,"Prionace glauca","French Polynesia",2009,"NT",0.2
"1222",39384,"Triaenodon obesus","French Polynesia",2000,"NT",0.2
"1223",39384,"Triaenodon obesus","French Polynesia",2009,"NT",0.2
"1224",39385,"Sphyrna lewini","French Polynesia",2000,"NT",0.2
"1225",39385,"Sphyrna lewini","French Polynesia",2009,"EN",0.6
"1226",39386,"Sphyrna mokarran","French Polynesia",2007,"EN",0.6
"1227",39415,"Aetobatus narinari","French Polynesia",2006,"NT",0.2
"1228",41736,"Carcharhinus galapagensis","French Polynesia",2003,"NT",0.2
"1229",41755,"Physeter macrocephalus","French Polynesia",1996,"VU",0.4
"1230",41755,"Physeter macrocephalus","French Polynesia",2008,"VU",0.4
"1231",41830,"Isistius brasiliensis","French Polynesia",2003,"LC",0
"1232",41835,"Nebrius ferrugineus","French Polynesia",2003,"VU",0.4
"1233",41836,"Negaprion acutidens","French Polynesia",2003,"VU",0.4
"1234",44676,"Epinephelus irroratus","French Polynesia",2004,"LC",0
"1235",60117,"Gymnura poecilura","French Polynesia",2006,"NT",0.2
"1236",60210,"Euprotomicrus bispinatus","French Polynesia",2006,"LC",0
"1237",60210,"Euprotomicrus bispinatus","French Polynesia",2015,"LC",0
"1238",60225,"Isurus paucus","French Polynesia",2006,"VU",0.4
"1239",61339,"Epinephelus polyphekadion","French Polynesia",2006,"NT",0.2
"1240",63571,"Bolbometopon muricatum","French Polynesia",2007,"VU",0.4
"1241",63571,"Bolbometopon muricatum","French Polynesia",2012,"VU",0.4
"1242",64407,"Epinephelus tuamotuensis","French Polynesia",2007,"LC",0
"1243",64407,"Epinephelus tuamotuensis","French Polynesia",2008,"LC",0
"1244",64412,"Plectropomus laevis","French Polynesia",2007,"VU",0.4
"1245",64412,"Plectropomus laevis","French Polynesia",2008,"VU",0.4
"1246",132731,"Epinephelus socialis","French Polynesia",2008,"NT",0.2
"1247",132737,"Cephalopholis leopardus","French Polynesia",2008,"LC",0
"1248",132738,"Variola louti","French Polynesia",2008,"LC",0
"1249",132741,"Cephalopholis sexmaculata","French Polynesia",2008,"LC",0
"1250",132766,"Epinephelus macrospilos","French Polynesia",2008,"LC",0
"1251",132778,"Epinephelus hexagonatus","French Polynesia",2008,"LC",0
"1252",132781,"Cephalopholis argus","French Polynesia",2008,"LC",0
"1253",132783,"Cephalopholis urodeta","French Polynesia",2008,"LC",0
"1254",132783,"Cephalopholis urodeta","French Polynesia",2017,"LC",0
"1255",132788,"Epinephelus merra","French Polynesia",2008,"LC",0
"1256",132805,"Cephalopholis polleni","French Polynesia",2008,"LC",0
"1257",132817,"Epinephelus fasciatus","French Polynesia",2008,"LC",0
"1258",132825,"Cephalopholis spiloparaea","French Polynesia",2008,"LC",0
"1259",132864,"Fungia costulata","French Polynesia",2008,"LC",0
"1260",132864,"Fungia costulata","French Polynesia",2014,"LC",0
"1261",132866,"Montipora angulata","French Polynesia",2008,"VU",0.4
"1262",132869,"Acropora florida","French Polynesia",2008,"NT",0.2
"1263",132869,"Acropora florida","French Polynesia",2014,"NT",0.2
"1264",132883,"Goniastrea australensis","French Polynesia",2008,"LC",0
"1265",132883,"Goniastrea australensis","French Polynesia",2014,"LC",0
"1266",132885,"Leptoseris hawaiiensis","French Polynesia",2008,"LC",0
"1267",132885,"Leptoseris hawaiiensis","French Polynesia",2014,"LC",0
"1268",132888,"Acropora secale","French Polynesia",2008,"NT",0.2
"1269",132888,"Acropora secale","French Polynesia",2014,"NT",0.2
"1270",132903,"Leptoseris solida","French Polynesia",2008,"LC",0
"1271",132903,"Leptoseris solida","French Polynesia",2014,"LC",0
"1272",132911,"Pavona maldivensis","French Polynesia",2008,"LC",0
"1273",132911,"Pavona maldivensis","French Polynesia",2014,"LC",0
"1274",132917,"Gardineroseris planulata","French Polynesia",2008,"LC",0
"1275",132917,"Gardineroseris planulata","French Polynesia",2014,"LC",0
"1276",132922,"Montastrea curta","French Polynesia",2008,"LC",0
"1277",132922,"Montastrea curta","French Polynesia",2014,"LC",0
"1278",132923,"Pocillopora woodjonesi","French Polynesia",2008,"LC",0
"1279",132923,"Pocillopora woodjonesi","French Polynesia",2014,"LC",0
"1280",132933,"Acropora carduus","French Polynesia",2008,"NT",0.2
"1281",132936,"Favia pallida","French Polynesia",2008,"LC",0
"1282",132936,"Favia pallida","French Polynesia",2014,"LC",0
"1283",132940,"Acropora acuminata","French Polynesia",2008,"VU",0.4
"1284",132940,"Acropora acuminata","French Polynesia",2014,"VU",0.4
"1285",132948,"Acropora granulosa","French Polynesia",2008,"NT",0.2
"1286",132948,"Acropora granulosa","French Polynesia",2014,"NT",0.2
"1287",132958,"Pocillopora capitata","French Polynesia",2008,"LC",0
"1288",132958,"Pocillopora capitata","French Polynesia",2014,"LC",0
"1289",132972,"Acropora paniculata","French Polynesia",2008,"VU",0.4
"1290",132976,"Acropora loripes","French Polynesia",2008,"NT",0.2
"1291",132976,"Acropora loripes","French Polynesia",2014,"NT",0.2
"1292",132979,"Favites complanata","French Polynesia",2008,"NT",0.2
"1293",132980,"Leptoria phrygia","French Polynesia",2008,"NT",0.2
"1294",132980,"Leptoria phrygia","French Polynesia",2014,"NT",0.2
"1295",132983,"Leptastrea bottae","French Polynesia",2008,"NT",0.2
"1296",132983,"Leptastrea bottae","French Polynesia",2014,"NT",0.2
"1297",132986,"Fungia repanda","French Polynesia",2008,"LC",0
"1298",132986,"Fungia repanda","French Polynesia",2014,"LC",0
"1299",132987,"Echinopora gemmacea","French Polynesia",2008,"LC",0
"1300",132988,"Acropora longicyathus","French Polynesia",2008,"LC",0
"1301",132992,"Acropora humilis","French Polynesia",2008,"NT",0.2
"1302",132992,"Acropora humilis","French Polynesia",2014,"NT",0.2
"1303",132998,"Acropora samoensis","French Polynesia",2008,"LC",0
"1304",132998,"Acropora samoensis","French Polynesia",2014,"LC",0
"1305",133010,"Acropora elseyi","French Polynesia",2008,"LC",0
"1306",133015,"Montipora millepora","French Polynesia",2008,"LC",0
"1307",133016,"Porites vaughani","French Polynesia",2008,"LC",0
"1308",133016,"Porites vaughani","French Polynesia",2014,"LC",0
"1309",133020,"Acropora tenuis","French Polynesia",2008,"NT",0.2
"1310",133020,"Acropora tenuis","French Polynesia",2014,"NT",0.2
"1311",133021,"Acropora microphthalma","French Polynesia",2008,"LC",0
"1312",133021,"Acropora microphthalma","French Polynesia",2014,"LC",0
"1313",133023,"Porites lichen","French Polynesia",2008,"LC",0
"1314",133023,"Porites lichen","French Polynesia",2014,"LC",0
"1315",133025,"Acropora vaughani","French Polynesia",2008,"VU",0.4
"1316",133025,"Acropora vaughani","French Polynesia",2014,"VU",0.4
"1317",133029,"Favia rotumana","French Polynesia",2008,"LC",0
"1318",133029,"Favia rotumana","French Polynesia",2014,"LC",0
"1319",133031,"Montipora effusa","French Polynesia",2008,"NT",0.2
"1320",133033,"Acropora pulchra","French Polynesia",2008,"LC",0
"1321",133041,"Pavona decussata","French Polynesia",2008,"VU",0.4
"1322",133041,"Pavona decussata","French Polynesia",2014,"VU",0.4
"1323",133043,"Psammocora digitata","French Polynesia",2008,"NT",0.2
"1324",133043,"Psammocora digitata","French Polynesia",2014,"NT",0.2
"1325",133045,"Pocillopora ligulata","French Polynesia",2008,"LC",0
"1326",133045,"Pocillopora ligulata","French Polynesia",2014,"LC",0
"1327",133049,"Stylocoeniella guentheri","French Polynesia",2008,"LC",0
"1328",133049,"Stylocoeniella guentheri","French Polynesia",2014,"LC",0
"1329",133058,"Echinophyllia echinata","French Polynesia",2008,"LC",0
"1330",133058,"Echinophyllia echinata","French Polynesia",2014,"LC",0
"1331",133066,"Montipora informis","French Polynesia",2008,"LC",0
"1332",133066,"Montipora informis","French Polynesia",2014,"LC",0
"1333",133068,"Platygyra sinensis","French Polynesia",2008,"LC",0
"1334",133071,"Montipora foliosa","French Polynesia",2008,"NT",0.2
"1335",133071,"Montipora foliosa","French Polynesia",2014,"NT",0.2
"1336",133082,"Porites lutea","French Polynesia",2008,"LC",0
"1337",133082,"Porites lutea","French Polynesia",2014,"LC",0
"1338",133084,"Barabattoia amicorum","French Polynesia",2008,"LC",0
"1339",133084,"Barabattoia amicorum","French Polynesia",2014,"LC",0
"1340",133088,"Echinopora lamellosa","French Polynesia",2008,"LC",0
"1341",133088,"Echinopora lamellosa","French Polynesia",2014,"LC",0
"1342",133090,"Leptastrea purpurea","French Polynesia",2008,"LC",0
"1343",133090,"Leptastrea purpurea","French Polynesia",2014,"LC",0
"1344",133091,"Leptoseris scabra","French Polynesia",2008,"LC",0
"1345",133091,"Leptoseris scabra","French Polynesia",2014,"LC",0
"1346",133094,"Psammocora nierstraszi","French Polynesia",2008,"LC",0
"1347",133099,"Pocillopora elegans","French Polynesia",2008,"VU",0.4
"1348",133099,"Pocillopora elegans","French Polynesia",2014,"VU",0.4
"1349",133105,"Porites murrayensis","French Polynesia",2008,"NT",0.2
"1350",133105,"Porites murrayensis","French Polynesia",2014,"NT",0.2
"1351",133110,"Ctenactis crassa","French Polynesia",2008,"LC",0
"1352",133115,"Acropora retusa","French Polynesia",2008,"VU",0.4
"1353",133117,"Montipora lobulata","French Polynesia",2008,"VU",0.4
"1354",133117,"Montipora lobulata","French Polynesia",2014,"VU",0.4
"1355",133120,"Acropora latistella","French Polynesia",2008,"LC",0
"1356",133146,"Turbinaria frondens","French Polynesia",2008,"LC",0
"1357",133148,"Ctenactis echinata","French Polynesia",2008,"LC",0
"1358",133148,"Ctenactis echinata","French Polynesia",2014,"LC",0
"1359",133156,"Alveopora verrilliana","French Polynesia",2008,"VU",0.4
"1360",133156,"Alveopora verrilliana","French Polynesia",2014,"VU",0.4
"1361",133157,"Scolymia vitiensis","French Polynesia",2008,"NT",0.2
"1362",133158,"Podabacia crustacea","French Polynesia",2008,"LC",0
"1363",133158,"Podabacia crustacea","French Polynesia",2014,"LC",0
"1364",133160,"Acropora austera","French Polynesia",2008,"NT",0.2
"1365",133167,"Cyphastrea serailia","French Polynesia",2008,"LC",0
"1366",133167,"Cyphastrea serailia","French Polynesia",2014,"LC",0
"1367",133172,"Echinophyllia aspera","French Polynesia",2008,"LC",0
"1368",133172,"Echinophyllia aspera","French Polynesia",2014,"LC",0
"1369",133174,"Astreopora moretonensis","French Polynesia",2008,"VU",0.4
"1370",133175,"Montipora efflorescens","French Polynesia",2008,"NT",0.2
"1371",133175,"Montipora efflorescens","French Polynesia",2014,"NT",0.2
"1372",133176,"Coscinaraea exesa","French Polynesia",2008,"LC",0
"1373",133179,"Fungia scabra","French Polynesia",2008,"LC",0
"1374",133183,"Fungia granulosa","French Polynesia",2008,"LC",0
"1375",133183,"Fungia granulosa","French Polynesia",2014,"LC",0
"1376",133186,"Montipora floweri","French Polynesia",2008,"LC",0
"1377",133186,"Montipora floweri","French Polynesia",2014,"LC",0
"1378",133187,"Porites arnaudi","French Polynesia",2008,"LC",0
"1379",133197,"Pocillopora verrucosa","French Polynesia",2008,"LC",0
"1380",133197,"Pocillopora verrucosa","French Polynesia",2014,"LC",0
"1381",133201,"Fungia scutaria","French Polynesia",2008,"LC",0
"1382",133201,"Fungia scutaria","French Polynesia",2014,"LC",0
"1383",133207,"Acropora clathrata","French Polynesia",2008,"LC",0
"1384",133208,"Psammocora contigua","French Polynesia",2008,"NT",0.2
"1385",133208,"Psammocora contigua","French Polynesia",2014,"NT",0.2
"1386",133210,"Favia speciosa","French Polynesia",2008,"LC",0
"1387",133215,"Fungia tenuis","French Polynesia",2008,"LC",0
"1388",133215,"Fungia tenuis","French Polynesia",2014,"LC",0
"1389",133216,"Porites lobata","French Polynesia",2008,"NT",0.2
"1390",133216,"Porites lobata","French Polynesia",2014,"NT",0.2
"1391",133220,"Montipora caliculata","French Polynesia",2008,"VU",0.4
"1392",133220,"Montipora caliculata","French Polynesia",2014,"VU",0.4
"1393",133222,"Pocillopora damicornis","French Polynesia",2008,"LC",0
"1394",133222,"Pocillopora damicornis","French Polynesia",2014,"LC",0
"1395",133238,"Montipora hispida","French Polynesia",2008,"LC",0
"1396",133239,"Acropora nasuta","French Polynesia",2008,"NT",0.2
"1397",133239,"Acropora nasuta","French Polynesia",2014,"NT",0.2
"1398",133240,"Pavona clavus","French Polynesia",2008,"LC",0
"1399",133240,"Pavona clavus","French Polynesia",2014,"LC",0
"1400",133242,"Pavona frondifera","French Polynesia",2008,"LC",0
"1401",133242,"Pavona frondifera","French Polynesia",2014,"LC",0
"1402",133244,"Favites flexuosa","French Polynesia",2008,"NT",0.2
"1403",133244,"Favites flexuosa","French Polynesia",2014,"NT",0.2
"1404",133246,"Acanthastrea echinata","French Polynesia",2008,"LC",0
"1405",133246,"Acanthastrea echinata","French Polynesia",2014,"LC",0
"1406",133248,"Acropora robusta","French Polynesia",2008,"LC",0
"1407",133248,"Acropora robusta","French Polynesia",2014,"LC",0
"1408",133250,"Acropora digitifera","French Polynesia",2008,"NT",0.2
"1409",133250,"Acropora digitifera","French Polynesia",2014,"NT",0.2
"1410",133252,"Acropora tortuosa","French Polynesia",2008,"LC",0
"1411",133258,"Plerogyra sinuosa","French Polynesia",2008,"NT",0.2
"1412",133258,"Plerogyra sinuosa","French Polynesia",2014,"NT",0.2
"1413",133266,"Acropora nobilis","French Polynesia",2008,"LC",0
"1414",133271,"Acropora sarmentosa","French Polynesia",2008,"LC",0
"1415",133277,"Porites australiensis","French Polynesia",2008,"LC",0
"1416",133277,"Porites australiensis","French Polynesia",2014,"LC",0
"1417",133284,"Plesiastrea versipora","French Polynesia",2008,"LC",0
"1418",133284,"Plesiastrea versipora","French Polynesia",2014,"LC",0
"1419",133290,"Favites abdita","French Polynesia",2008,"NT",0.2
"1420",133290,"Favites abdita","French Polynesia",2014,"NT",0.2
"1421",133291,"Acropora striata","French Polynesia",2008,"VU",0.4
"1422",133291,"Acropora striata","French Polynesia",2014,"VU",0.4
"1423",133292,"Astreopora myriophthalma","French Polynesia",2008,"LC",0
"1424",133292,"Astreopora myriophthalma","French Polynesia",2014,"LC",0
"1425",133293,"Acropora valida","French Polynesia",2008,"LC",0
"1426",133293,"Acropora valida","French Polynesia",2014,"LC",0
"1427",133298,"Montipora turgescens","French Polynesia",2008,"LC",0
"1428",133299,"Fungia sinensis","French Polynesia",2008,"LC",0
"1429",133299,"Fungia sinensis","French Polynesia",2014,"LC",0
"1430",133303,"Acropora lutkeni","French Polynesia",2008,"NT",0.2
"1431",133303,"Acropora lutkeni","French Polynesia",2014,"NT",0.2
"1432",133308,"Fungia scruposa","French Polynesia",2008,"LC",0
"1433",133308,"Fungia scruposa","French Polynesia",2014,"LC",0
"1434",133313,"Acropora cytherea","French Polynesia",2008,"LC",0
"1435",133314,"Montipora aequituberculata","French Polynesia",2008,"LC",0
"1436",133314,"Montipora aequituberculata","French Polynesia",2014,"LC",0
"1437",133315,"Acropora monticulosa","French Polynesia",2008,"NT",0.2
"1438",133315,"Acropora monticulosa","French Polynesia",2014,"NT",0.2
"1439",133319,"Acropora horrida","French Polynesia",2008,"VU",0.4
"1440",133324,"Acropora gemmifera","French Polynesia",2008,"LC",0
"1441",133324,"Acropora gemmifera","French Polynesia",2014,"LC",0
"1442",133325,"Cyphastrea chalcidicum","French Polynesia",2008,"LC",0
"1443",133325,"Cyphastrea chalcidicum","French Polynesia",2014,"LC",0
"1444",133327,"Acropora lovelli","French Polynesia",2008,"VU",0.4
"1445",133327,"Acropora lovelli","French Polynesia",2014,"VU",0.4
"1446",133332,"Alveopora allingi","French Polynesia",2008,"VU",0.4
"1447",133332,"Alveopora allingi","French Polynesia",2014,"VU",0.4
"1448",133337,"Merulina ampliata","French Polynesia",2008,"LC",0
"1449",133337,"Merulina ampliata","French Polynesia",2014,"LC",0
"1450",133338,"Acropora speciosa","French Polynesia",2008,"VU",0.4
"1451",133343,"Favites russelli","French Polynesia",2008,"NT",0.2
"1452",133343,"Favites russelli","French Polynesia",2014,"NT",0.2
"1453",133345,"Montipora tuberculosa","French Polynesia",2008,"LC",0
"1454",133345,"Montipora tuberculosa","French Polynesia",2014,"LC",0
"1455",133351,"Leptoseris mycetoseroides","French Polynesia",2008,"LC",0
"1456",133351,"Leptoseris mycetoseroides","French Polynesia",2014,"LC",0
"1457",133353,"Psammocora obtusangula","French Polynesia",2008,"NT",0.2
"1458",133353,"Psammocora obtusangula","French Polynesia",2014,"NT",0.2
"1459",133360,"Pavona bipartita","French Polynesia",2008,"VU",0.4
"1460",133360,"Pavona bipartita","French Polynesia",2014,"VU",0.4
"1461",133371,"Fungia distorta","French Polynesia",2008,"LC",0
"1462",133378,"Goniopora somaliensis","French Polynesia",2008,"LC",0
"1463",133378,"Goniopora somaliensis","French Polynesia",2014,"LC",0
"1464",133380,"Madracis kirbyi","French Polynesia",2008,"LC",0
"1465",133380,"Madracis kirbyi","French Polynesia",2014,"LC",0
"1466",133382,"Pavona explanulata","French Polynesia",2008,"LC",0
"1467",133382,"Pavona explanulata","French Polynesia",2014,"LC",0
"1468",133383,"Barabattoia laddi","French Polynesia",2008,"VU",0.4
"1469",133383,"Barabattoia laddi","French Polynesia",2014,"VU",0.4
"1470",133387,"Acropora globiceps","French Polynesia",2008,"VU",0.4
"1471",133387,"Acropora globiceps","French Polynesia",2014,"VU",0.4
"1472",133390,"Seriatopora hystrix","French Polynesia",2008,"LC",0
"1473",133390,"Seriatopora hystrix","French Polynesia",2014,"LC",0
"1474",133398,"Pavona varians","French Polynesia",2008,"LC",0
"1475",133398,"Pavona varians","French Polynesia",2014,"LC",0
"1476",133406,"Psammocora haimeana","French Polynesia",2008,"LC",0
"1477",133406,"Psammocora haimeana","French Polynesia",2014,"LC",0
"1478",133407,"Pocillopora eydouxi","French Polynesia",2008,"NT",0.2
"1479",133407,"Pocillopora eydouxi","French Polynesia",2014,"NT",0.2
"1480",133408,"Coscinaraea wellsi","French Polynesia",2008,"LC",0
"1481",133410,"Pachyseris speciosa","French Polynesia",2008,"LC",0
"1482",133410,"Pachyseris speciosa","French Polynesia",2014,"LC",0
"1483",133414,"Goniastrea pectinata","French Polynesia",2008,"LC",0
"1484",133414,"Goniastrea pectinata","French Polynesia",2014,"LC",0
"1485",133417,"Caulastrea furcata","French Polynesia",2008,"LC",0
"1486",133418,"Fungia concinna","French Polynesia",2008,"LC",0
"1487",133418,"Fungia concinna","French Polynesia",2014,"LC",0
"1488",133419,"Lobophyllia hemprichii","French Polynesia",2008,"LC",0
"1489",133419,"Lobophyllia hemprichii","French Polynesia",2014,"LC",0
"1490",133423,"Fungia horrida","French Polynesia",2008,"LC",0
"1491",133423,"Fungia horrida","French Polynesia",2014,"LC",0
"1492",133428,"Coscinaraea columna","French Polynesia",2008,"LC",0
"1493",133428,"Coscinaraea columna","French Polynesia",2014,"LC",0
"1494",133437,"Fungia moluccensis","French Polynesia",2008,"LC",0
"1495",133438,"Montipora foveolata","French Polynesia",2008,"NT",0.2
"1496",133438,"Montipora foveolata","French Polynesia",2014,"NT",0.2
"1497",133440,"Platygyra pini","French Polynesia",2008,"LC",0
"1498",133440,"Platygyra pini","French Polynesia",2014,"LC",0
"1499",133443,"Montipora australiensis","French Polynesia",2008,"VU",0.4
"1500",133451,"Montipora danae","French Polynesia",2008,"LC",0
"1501",133451,"Montipora danae","French Polynesia",2014,"LC",0
"1502",133452,"Goniastrea aspera","French Polynesia",2008,"LC",0
"1503",133452,"Goniastrea aspera","French Polynesia",2014,"LC",0
"1504",133458,"Hydnophora microconos","French Polynesia",2008,"NT",0.2
"1505",133458,"Hydnophora microconos","French Polynesia",2014,"NT",0.2
"1506",133463,"Acropora aculeus","French Polynesia",2008,"VU",0.4
"1507",133463,"Acropora aculeus","French Polynesia",2014,"VU",0.4
"1508",133468,"Platygyra daedalea","French Polynesia",2008,"LC",0
"1509",133468,"Platygyra daedalea","French Polynesia",2014,"LC",0
"1510",133479,"Acropora hyacinthus","French Polynesia",2008,"NT",0.2
"1511",133481,"Acropora chesterfieldensis","French Polynesia",2008,"LC",0
"1512",133482,"Alveopora spongiosa","French Polynesia",2008,"NT",0.2
"1513",133482,"Alveopora spongiosa","French Polynesia",2014,"NT",0.2
"1514",133485,"Astreopora randalli","French Polynesia",2008,"LC",0
"1515",133485,"Astreopora randalli","French Polynesia",2014,"LC",0
"1516",133502,"Psammocora superficialis","French Polynesia",2008,"LC",0
"1517",133502,"Psammocora superficialis","French Polynesia",2014,"LC",0
"1518",133503,"Fungia fungites","French Polynesia",2008,"NT",0.2
"1519",133503,"Fungia fungites","French Polynesia",2014,"NT",0.2
"1520",133532,"Acropora verweyi","French Polynesia",2008,"VU",0.4
"1521",133532,"Acropora verweyi","French Polynesia",2014,"VU",0.4
"1522",133538,"Herpolitha limax","French Polynesia",2008,"LC",0
"1523",133538,"Herpolitha limax","French Polynesia",2014,"LC",0
"1524",133539,"Leptoseris incrustans","French Polynesia",2008,"VU",0.4
"1525",133539,"Leptoseris incrustans","French Polynesia",2014,"VU",0.4
"1526",133546,"Porites latistella","French Polynesia",2008,"LC",0
"1527",133548,"Stylocoeniella armata","French Polynesia",2008,"LC",0
"1528",133548,"Stylocoeniella armata","French Polynesia",2014,"LC",0
"1529",133550,"Acropora glauca","French Polynesia",2008,"NT",0.2
"1530",133551,"Lobophyllia corymbosa","French Polynesia",2008,"LC",0
"1531",133551,"Lobophyllia corymbosa","French Polynesia",2014,"LC",0
"1532",133556,"Montipora spumosa","French Polynesia",2008,"LC",0
"1533",133558,"Pavona cactus","French Polynesia",2008,"VU",0.4
"1534",133558,"Pavona cactus","French Polynesia",2014,"VU",0.4
"1535",133559,"Mycedium elephantotus","French Polynesia",2008,"LC",0
"1536",133559,"Mycedium elephantotus","French Polynesia",2014,"LC",0
"1537",133569,"Favia favus","French Polynesia",2008,"LC",0
"1538",133569,"Favia favus","French Polynesia",2014,"LC",0
"1539",133570,"Psammocora profundacella","French Polynesia",2008,"LC",0
"1540",133570,"Psammocora profundacella","French Polynesia",2014,"LC",0
"1541",133576,"Acropora cerealis","French Polynesia",2008,"LC",0
"1542",133576,"Acropora cerealis","French Polynesia",2014,"LC",0
"1543",133587,"Sandalolitha dentata","French Polynesia",2008,"LC",0
"1544",133587,"Sandalolitha dentata","French Polynesia",2014,"LC",0
"1545",133589,"Psammocora explanulata","French Polynesia",2008,"LC",0
"1546",133593,"Favia stelligera","French Polynesia",2008,"NT",0.2
"1547",133593,"Favia stelligera","French Polynesia",2014,"NT",0.2
"1548",133595,"Millepora platyphylla","French Polynesia",2008,"LC",0
"1549",133607,"Goniopora minor","French Polynesia",2008,"NT",0.2
"1550",133607,"Goniopora minor","French Polynesia",2014,"NT",0.2
"1551",133613,"Porites solida","French Polynesia",2008,"LC",0
"1552",133613,"Porites solida","French Polynesia",2014,"LC",0
"1553",133615,"Goniopora stutchburyi","French Polynesia",2008,"LC",0
"1554",133616,"Favia matthaii","French Polynesia",2008,"NT",0.2
"1555",133616,"Favia matthaii","French Polynesia",2014,"NT",0.2
"1556",133633,"Turbinaria mesenterina","French Polynesia",2008,"VU",0.4
"1557",133633,"Turbinaria mesenterina","French Polynesia",2014,"VU",0.4
"1558",133635,"Montipora venosa","French Polynesia",2008,"NT",0.2
"1559",133635,"Montipora venosa","French Polynesia",2014,"NT",0.2
"1560",133644,"Acropora formosa","French Polynesia",2008,"NT",0.2
"1561",133644,"Acropora formosa","French Polynesia",2014,"NT",0.2
"1562",133646,"Montipora verrucosa","French Polynesia",2008,"LC",0
"1563",133646,"Montipora verrucosa","French Polynesia",2014,"LC",0
"1564",133648,"Cyphastrea microphthalma","French Polynesia",2008,"LC",0
"1565",133648,"Cyphastrea microphthalma","French Polynesia",2014,"LC",0
"1566",133649,"Acropora abrotanoides","French Polynesia",2008,"LC",0
"1567",133649,"Acropora abrotanoides","French Polynesia",2014,"LC",0
"1568",133652,"Leptastrea transversa","French Polynesia",2008,"LC",0
"1569",133652,"Leptastrea transversa","French Polynesia",2014,"LC",0
"1570",133662,"Galaxea fascicularis","French Polynesia",2008,"NT",0.2
"1571",133662,"Galaxea fascicularis","French Polynesia",2014,"NT",0.2
"1572",133673,"Fungia paumotensis","French Polynesia",2008,"LC",0
"1573",133673,"Fungia paumotensis","French Polynesia",2014,"LC",0
"1574",133685,"Stylophora pistillata","French Polynesia",2008,"NT",0.2
"1575",133685,"Stylophora pistillata","French Polynesia",2014,"NT",0.2
"1576",133693,"Sandalolitha robusta","French Polynesia",2008,"LC",0
"1577",133697,"Turbinaria reniformis","French Polynesia",2008,"VU",0.4
"1578",133697,"Turbinaria reniformis","French Polynesia",2014,"VU",0.4
"1579",133698,"Acropora nana","French Polynesia",2008,"NT",0.2
"1580",133700,"Montipora hoffmeisteri","French Polynesia",2008,"LC",0
"1581",133700,"Montipora hoffmeisteri","French Polynesia",2014,"LC",0
"1582",133702,"Pavona duerdeni","French Polynesia",2008,"LC",0
"1583",133702,"Pavona duerdeni","French Polynesia",2014,"LC",0
"1584",154623,"Cheilinus trilobatus","French Polynesia",2010,"LC",0
"1585",154677,"Scarus festivus","French Polynesia",2010,"LC",0
"1586",154677,"Scarus festivus","French Polynesia",2012,"LC",0
"1587",154760,"Chromis alpha","French Polynesia",2010,"LC",0
"1588",154788,"Hemitaurichthys thompsoni","French Polynesia",2010,"LC",0
"1589",154927,"Entomacrodus macrospilus","French Polynesia",2010,"LC",0
"1590",154960,"Scarus oviceps","French Polynesia",2010,"LC",0
"1591",154960,"Scarus oviceps","French Polynesia",2012,"LC",0
"1592",155120,"Naso vlamingii","French Polynesia",2010,"LC",0
"1593",155120,"Naso vlamingii","French Polynesia",2012,"LC",0
"1594",155146,"Anampses melanurus","French Polynesia",2010,"LC",0
"1595",155290,"Scarus schlegeli","French Polynesia",2010,"LC",0
"1596",155290,"Scarus schlegeli","French Polynesia",2012,"LC",0
"1597",155308,"Centropyge loricula","French Polynesia",2010,"LC",0
"1598",155314,"Pseudocheilinus ocellatus","French Polynesia",2010,"LC",0
"1599",161526,"Carcharhinus albimarginatus","French Polynesia",2009,"NT",0.2
"1600",161526,"Carcharhinus albimarginatus","French Polynesia",2016,"VU",0.4
"1601",161597,"Alopias pelagicus","French Polynesia",2009,"VU",0.4
"1602",161615,"Pateobatis fai","French Polynesia",2009,"LC",0
