rgn_id,sciname,iucn_sid,year,eval_yr
147,Caretta caretta,3897,1992,1990
147,Caretta caretta,3897,1993,1990
147,Caretta caretta,3897,1994,1994
147,Caretta caretta,3897,1995,1994
147,Caretta caretta,3897,1996,1996
147,Caretta caretta,3897,1997,1996
147,Caretta caretta,3897,1998,1996
147,Caretta caretta,3897,1999,1996
147,Caretta caretta,3897,2e3,1996
147,Caretta caretta,3897,2001,1996
147,Caretta caretta,3897,2002,1996
147,Caretta caretta,3897,2003,1996
147,Caretta caretta,3897,2004,1996
147,Caretta caretta,3897,2005,1996
147,Caretta caretta,3897,2006,1996
147,Caretta caretta,3897,2007,1996
147,Caretta caretta,3897,2008,1996
147,Caretta caretta,3897,2009,1996
147,Caretta caretta,3897,2010,1996
147,Caretta caretta,3897,2011,1996
147,Caretta caretta,3897,2012,1996
147,Caretta caretta,3897,2013,1996
147,Caretta caretta,3897,2014,1996
147,Caretta caretta,3897,2015,2015
147,Caretta caretta,3897,2016,2015
147,Caretta caretta,3897,2017,2017
147,Caretta caretta,3897,2018,2017
147,Cheilinus undulatus,4592,1992,NA
147,Cheilinus undulatus,4592,1993,NA
147,Cheilinus undulatus,4592,1994,NA
147,Cheilinus undulatus,4592,1995,NA
147,Cheilinus undulatus,4592,1996,1996
147,Cheilinus undulatus,4592,1997,1996
147,Cheilinus undulatus,4592,1998,1996
147,Cheilinus undulatus,4592,1999,1996
147,Cheilinus undulatus,4592,2e3,1996
147,Cheilinus undulatus,4592,2001,1996
147,Cheilinus undulatus,4592,2002,1996
147,Cheilinus undulatus,4592,2003,1996
147,Cheilinus undulatus,4592,2004,2004
147,Cheilinus undulatus,4592,2005,2004
147,Cheilinus undulatus,4592,2006,2004
147,Cheilinus undulatus,4592,2007,2004
147,Cheilinus undulatus,4592,2008,2004
147,Cheilinus undulatus,4592,2009,2004
147,Cheilinus undulatus,4592,2010,2004
147,Cheilinus undulatus,4592,2011,2004
147,Cheilinus undulatus,4592,2012,2004
147,Cheilinus undulatus,4592,2013,2004
147,Cheilinus undulatus,4592,2014,2004
147,Cheilinus undulatus,4592,2015,2004
147,Cheilinus undulatus,4592,2016,2004
147,Cheilinus undulatus,4592,2017,2004
147,Cheilinus undulatus,4592,2018,2004
147,Chelonia mydas,4615,1992,1990
147,Chelonia mydas,4615,1993,1990
147,Chelonia mydas,4615,1994,1994
147,Chelonia mydas,4615,1995,1994
147,Chelonia mydas,4615,1996,1996
147,Chelonia mydas,4615,1997,1996
147,Chelonia mydas,4615,1998,1996
147,Chelonia mydas,4615,1999,1996
147,Chelonia mydas,4615,2e3,1996
147,Chelonia mydas,4615,2001,1996
147,Chelonia mydas,4615,2002,1996
147,Chelonia mydas,4615,2003,1996
147,Chelonia mydas,4615,2004,2004
147,Chelonia mydas,4615,2005,2004
147,Chelonia mydas,4615,2006,2004
147,Chelonia mydas,4615,2007,2004
147,Chelonia mydas,4615,2008,2004
147,Chelonia mydas,4615,2009,2004
147,Chelonia mydas,4615,2010,2004
147,Chelonia mydas,4615,2011,2004
147,Chelonia mydas,4615,2012,2004
147,Chelonia mydas,4615,2013,2004
147,Chelonia mydas,4615,2014,2004
147,Chelonia mydas,4615,2015,2004
147,Chelonia mydas,4615,2016,2004
147,Chelonia mydas,4615,2017,2004
147,Chelonia mydas,4615,2018,2004
147,Dermochelys coriacea,6494,1992,1990
147,Dermochelys coriacea,6494,1993,1990
147,Dermochelys coriacea,6494,1994,1994
147,Dermochelys coriacea,6494,1995,1994
147,Dermochelys coriacea,6494,1996,1996
147,Dermochelys coriacea,6494,1997,1996
147,Dermochelys coriacea,6494,1998,1996
147,Dermochelys coriacea,6494,1999,1996
147,Dermochelys coriacea,6494,2e3,2000
147,Dermochelys coriacea,6494,2001,2000
147,Dermochelys coriacea,6494,2002,2000
147,Dermochelys coriacea,6494,2003,2000
147,Dermochelys coriacea,6494,2004,2000
147,Dermochelys coriacea,6494,2005,2000
147,Dermochelys coriacea,6494,2006,2000
147,Dermochelys coriacea,6494,2007,2000
147,Dermochelys coriacea,6494,2008,2000
147,Dermochelys coriacea,6494,2009,2000
147,Dermochelys coriacea,6494,2010,2000
147,Dermochelys coriacea,6494,2011,2000
147,Dermochelys coriacea,6494,2012,2000
147,Dermochelys coriacea,6494,2013,2013
147,Dermochelys coriacea,6494,2014,2013
147,Dermochelys coriacea,6494,2015,2013
